Date,Art,Bio,Chem,CS,Phy,Math,Philosophy,simple,Sports,Featured
2022120300,97.94,95.16,83.32,122.8,93.23,95.97,143.59,11.84,245.07,861.55
2022120400,108.34,102.74,88.62,119.08,99.7,101.29,155.46,12.26,232.82,916.91
2022120500,113.21,112.67,102.43,136.92,115.9,113.05,163.44,12.94,229.4,890.25
2022120600,108.81,112.19,101.78,140.05,112.6,111.54,158.09,12.96,225.46,873.15
2022120700,104.75,110.22,99.96,134.75,113.19,110.33,158.42,12.39,185.01,855.3
2022120800,106.44,111.06,101.38,136.65,115.31,110.29,162.21,13.23,159.15,832.41
2022120900,100.37,106.8,95.79,146.67,108.96,104.62,158.46,11.92,224.04,890.52
2022121000,102.56,102.02,89.75,121.87,97.42,105.4,156.24,12.44,287.54,934.52
2022121100,109.76,109.03,94.68,124.4,104.33,107.41,162.99,13.95,215.53,922.9
2022121200,108.43,116.42,106.55,145.07,122.03,116.07,165.82,14.9,171.89,874.54
2022121300,108.01,113.62,108.95,146.35,134.07,114.64,172.72,14.64,208.61,896.61
2022121400,103.93,111.45,103.81,148.01,123.94,112.73,163.18,13.52,218.92,889.11
2022121500,101.6,106.34,98.64,151.97,116.73,110.28,156.56,13.46,174.3,843.18
2022121600,103.64,99.06,90.95,156.65,108.39,100.69,150.09,12.65,148.29,799.1
2022121700,94.9,90.36,79.02,126.15,94.47,90.59,143.67,11.74,181.84,816.73
2022121800,91.6,90.87,80.77,111.45,94.51,92.7,141.08,12.35,411.36,1034.24
2022121900,99.11,103.46,93.87,135.91,136.58,104.28,151.34,13.61,256.83,981.33
2022122000,96.97,106.12,101.44,134.76,129.47,104.26,151.97,14.54,171.71,854.99
2022122100,92.38,99.8,92.85,128.46,112.03,105.63,143.25,14.33,164.04,828.86
2022122200,93.76,93.03,84.71,128.44,97.04,110.49,141.48,14.88,145.34,791.47
2022122300,85.06,86.1,78.98,121.21,90.21,88.4,136.96,15.56,134.63,785.28
2022122400,83.23,81.07,73.78,108.19,84.99,82.45,133.45,15.73,132.86,813.95
2022122500,85.66,78.15,72.32,102.27,85.44,82.61,142.52,12.52,134.91,854.61
2022122600,97.47,90.21,81.52,119.55,93.93,90.38,150.51,12.83,138.9,858.34
2022122700,97.3,97.21,86.29,130.51,99.36,94.54,153.36,12.5,142.29,874.1
2022122800,93.86,95.68,85.37,126.76,97.66,96.08,148.78,12.32,137.48,859.01
2022122900,95.13,97.6,86.21,126.66,97.37,92.77,148.09,12.12,141.71,859.66
2022123000,92.73,99.76,83.81,124.1,94.19,91.26,148.75,12.27,142.29,824.73
2022123100,86.97,89.14,77.78,114.92,89.37,85.31,143.31,12.3,136.37,823.9
2023010100,90.85,93.92,81.5,111.78,92.98,89.14,150.43,11.92,141.65,869.95
2023010200,101.32,107.68,91.51,133.72,106.2,99.02,165.29,13.64,153.79,895.14
2023010300,103.14,112.15,98.48,142.51,112.72,105.94,165.33,14.75,266.52,877.0
2023010400,103.0,113.46,99.74,146.46,112.69,109.01,163.0,14.73,155.48,887.25
2023010500,103.08,113.57,99.24,148.06,111.96,108.07,161.93,14.39,148.28,898.64
2023010600,96.87,107.81,93.14,136.57,103.42,100.14,153.57,13.0,145.04,878.17
2023010700,96.22,101.42,87.12,124.22,101.65,96.9,152.51,12.49,136.87,968.01
2023010800,103.54,105.19,91.23,119.55,102.6,102.71,160.78,13.65,143.57,988.47
2023010900,109.97,118.92,104.17,139.45,115.62,112.61,167.04,14.72,143.31,921.6
2023011000,107.57,117.82,105.7,146.92,119.57,111.8,164.78,14.43,137.92,886.16
2023011100,107.45,115.24,105.12,146.06,122.04,112.51,177.07,14.95,129.62,899.52
2023011200,105.12,118.14,106.75,146.6,120.35,115.76,179.6,13.81,129.57,902.66
2023011300,99.32,107.97,98.96,158.6,111.08,148.18,161.5,26.23,131.85,1164.22
2023011400,94.32,102.6,88.53,116.79,97.79,294.2,155.38,29.28,145.72,1001.86
2023011500,101.63,107.95,95.41,129.05,106.74,325.53,165.72,108.26,166.2,1038.51
2023011600,107.14,117.25,108.85,167.36,117.81,326.23,174.28,66.5,149.77,1019.45
2023011700,113.96,123.72,111.81,169.81,121.93,330.21,171.16,44.04,142.41,959.82
2023011800,113.56,129.14,113.99,174.92,122.21,363.89,175.88,47.11,144.49,948.44
2023011900,109.66,124.94,113.5,169.17,123.32,269.45,173.36,24.41,178.01,929.32
2023012000,103.32,118.39,107.62,152.75,116.11,205.45,167.35,14.8,147.43,935.91
2023012100,100.82,111.73,100.21,118.76,106.47,224.93,165.56,15.14,152.21,1034.75
2023012200,110.7,117.73,105.19,124.94,112.3,239.77,174.82,14.99,174.18,1081.7
2023012300,114.92,130.58,120.02,159.05,127.22,221.79,176.94,15.76,160.74,1001.93
2023012400,114.69,129.69,120.97,153.79,127.5,179.42,190.41,38.92,147.81,975.13
2023012500,111.37,125.14,115.75,147.94,122.86,173.65,186.94,28.82,149.77,954.07
2023012600,110.61,122.27,115.47,151.68,121.43,165.51,177.05,25.73,147.11,962.65
2023012700,107.11,118.63,116.95,150.81,117.31,158.2,170.34,20.87,141.01,955.05
2023012800,102.69,108.29,102.68,126.4,105.06,165.3,166.06,13.24,139.88,984.39
2023012900,112.19,120.69,110.15,137.52,115.73,166.83,181.87,16.94,171.62,1086.87
2023013000,116.48,134.51,123.59,157.46,131.9,165.43,182.16,15.13,167.3,1042.39
2023013100,111.89,128.74,121.08,151.6,127.2,165.72,174.56,15.15,150.19,1057.56
2023020100,111.58,127.63,125.09,165.32,127.0,137.98,174.26,15.9,157.31,995.75
2023020200,112.4,123.47,121.79,139.94,127.31,123.06,171.49,15.34,144.75,1022.84
2023020300,106.67,116.26,110.25,134.34,116.83,116.66,164.43,14.95,139.18,942.28
2023020400,99.55,106.52,95.43,115.47,104.22,101.91,159.31,12.99,148.79,1037.05
2023020500,106.02,112.62,99.97,115.63,108.02,108.66,170.93,16.57,149.07,1282.49
2023020600,109.45,120.4,113.75,136.76,124.97,121.05,172.38,19.44,137.3,1169.53
2023020700,116.47,123.79,118.2,146.1,131.92,125.22,175.92,18.21,134.92,997.79
2023020800,118.26,125.57,117.91,144.12,130.46,127.5,178.25,18.04,147.81,984.32
2023020900,106.7,122.83,113.77,141.56,125.56,121.87,168.03,17.47,141.62,956.86
2023021000,107.38,111.62,104.33,131.98,115.57,110.63,157.32,15.57,134.68,905.43
2023021100,100.87,105.03,95.29,114.36,103.54,104.46,152.35,14.24,150.23,980.52
2023021200,107.55,115.79,103.0,118.53,110.77,109.66,169.17,14.67,175.82,1040.19
2023021300,110.25,125.51,117.37,150.88,130.19,132.99,189.28,16.05,212.48,1006.35
2023021400,110.7,125.37,118.89,146.2,133.14,123.91,171.31,15.61,146.94,924.57
2023021500,112.8,125.45,119.56,141.64,145.15,124.11,175.46,16.04,148.86,944.14
2023021600,109.68,121.58,113.96,140.19,148.76,122.1,171.59,16.38,143.7,922.96
2023021700,102.08,115.13,105.26,136.31,153.03,122.79,170.28,14.0,139.44,913.33
2023021800,101.48,106.67,93.7,116.75,130.16,108.95,186.46,14.41,143.54,965.75
2023021900,106.61,113.62,100.78,117.57,131.21,109.85,212.95,15.39,158.96,1016.63
2023022000,112.59,121.91,116.41,136.44,143.24,126.9,208.6,16.15,146.32,1022.73
2023022100,116.81,130.49,119.26,143.11,139.68,127.68,197.0,15.82,150.08,1036.2
2023022200,115.48,131.93,118.26,142.13,136.19,125.61,200.38,15.98,152.57,964.41
2023022300,112.14,125.82,116.05,140.88,136.74,124.22,196.54,15.05,162.28,960.86
2023022400,105.24,120.19,107.92,135.61,124.68,117.06,188.09,14.63,158.29,907.1
2023022500,102.61,113.72,100.08,119.0,115.83,106.54,181.01,14.17,154.45,968.86
2023022600,112.55,123.51,106.72,121.9,122.46,114.5,195.16,15.09,187.02,1015.1
2023022700,116.67,134.31,123.65,145.46,139.92,128.96,204.08,16.28,160.08,985.57
2023022800,116.47,135.42,127.23,149.93,139.23,130.87,200.28,15.06,145.38,947.36
2023030100,119.37,132.82,122.5,158.29,132.95,128.54,186.3,14.73,142.95,951.72
2023030200,118.8,133.41,124.4,147.3,135.04,132.89,193.44,15.3,150.53,964.09
2023030300,112.78,125.96,114.85,142.46,125.73,121.73,190.74,14.74,145.23,931.83
2023030400,106.12,114.43,101.14,135.37,111.72,108.5,172.56,13.34,139.7,1004.44
2023030500,114.38,120.29,105.65,122.92,117.06,113.76,182.93,15.65,156.08,1036.99
2023030600,124.07,131.98,121.68,149.54,133.78,129.35,200.35,15.27,146.27,1019.05
2023030700,119.88,125.2,117.44,144.29,130.39,126.3,196.16,15.47,147.53,945.53
2023030800,120.64,129.63,120.39,142.95,131.6,128.59,198.63,15.54,149.78,951.11
2023030900,120.07,132.49,120.33,150.8,131.83,128.78,200.31,16.03,157.47,960.01
2023031000,111.21,123.3,112.01,143.37,123.3,120.95,193.51,15.23,145.97,957.46
2023031100,104.98,131.64,103.28,134.42,109.54,111.49,190.74,14.03,148.97,1029.57
2023031200,115.01,124.25,107.15,137.17,114.69,116.43,204.88,14.89,165.72,1109.62
2023031300,118.09,130.66,120.6,160.9,130.87,128.84,330.42,16.6,145.81,1093.43
2023031400,132.29,131.69,122.51,180.6,137.03,166.8,249.63,15.57,149.19,1035.13
2023031500,120.06,133.16,122.26,159.72,132.89,140.68,221.41,16.68,154.05,964.09
2023031600,123.17,130.35,120.25,154.26,129.24,130.97,209.41,16.75,161.1,966.9
2023031700,114.31,122.14,112.74,148.82,121.84,128.08,185.77,15.9,168.1,953.29
2023031800,109.6,115.84,109.32,121.3,109.42,111.63,180.18,20.11,149.23,999.23
2023031900,115.67,134.41,185.04,124.61,120.23,121.34,192.84,18.03,167.38,1051.07
2023032000,123.56,139.48,130.71,150.33,134.27,134.32,201.01,16.54,157.15,1010.59
2023032100,123.95,142.96,126.92,152.23,136.13,134.12,194.28,16.38,145.17,991.79
2023032200,122.95,132.44,123.7,149.29,130.0,132.71,187.15,16.8,162.98,974.62
2023032300,121.02,130.63,122.36,150.22,129.29,131.03,185.51,17.36,154.9,968.59
2023032400,114.14,121.63,113.77,142.43,121.84,124.8,179.0,16.33,141.31,997.83
2023032500,109.78,110.25,100.02,127.56,109.31,116.67,171.64,15.0,142.77,1033.06
2023032600,115.94,117.95,104.49,125.59,112.22,120.91,184.99,15.59,145.81,1051.78
2023032700,126.69,144.63,119.5,146.63,127.98,130.27,197.06,16.84,139.92,994.5
2023032800,122.68,134.82,122.58,149.31,130.0,129.9,203.82,17.11,142.73,977.96
2023032900,120.46,130.23,118.32,150.54,127.75,126.69,206.87,17.26,139.85,966.01
2023033000,116.85,126.45,113.5,147.6,124.2,124.45,207.44,16.97,135.63,933.44
2023033100,108.42,116.61,104.97,140.37,112.81,117.1,200.38,18.17,129.97,931.25
2023040100,104.81,107.57,95.28,126.66,101.16,106.04,176.44,18.06,142.92,982.68
2023040200,111.75,113.74,97.67,121.84,103.07,109.16,176.33,17.16,148.3,1004.43
2023040300,114.19,123.28,111.27,141.8,118.77,121.57,199.55,16.96,146.02,956.92
2023040400,108.37,116.11,107.22,139.91,115.5,116.66,200.3,16.23,128.07,919.7
2023040500,100.83,104.96,95.67,128.35,104.59,105.42,185.84,14.0,121.67,824.79
2023040600,100.48,96.71,87.22,123.9,96.95,99.8,173.0,14.31,119.37,808.06
2023040700,94.77,96.41,82.29,123.66,94.05,102.48,169.38,13.05,121.4,820.06
2023040800,94.15,90.43,77.38,113.3,85.79,89.08,153.9,11.67,124.19,813.95
2023040900,101.17,92.97,79.37,109.51,87.71,95.34,153.56,12.52,157.11,868.1
2023041000,103.34,108.1,90.62,124.94,103.08,107.13,170.44,14.34,138.45,848.28
2023041100,103.35,105.8,93.67,131.64,104.71,108.39,174.85,13.4,124.69,819.61
2023041200,102.19,114.13,96.98,128.84,103.55,105.89,169.89,13.5,130.39,780.23
2023041300,96.8,103.57,93.5,127.59,103.41,103.01,169.28,13.57,134.71,787.5
2023041400,92.18,95.37,85.12,120.49,97.66,98.97,163.8,15.12,134.6,813.9
2023041500,88.08,89.31,76.04,104.16,87.47,95.44,146.53,12.79,134.4,834.4
2023041600,104.58,95.53,81.89,107.57,92.49,94.19,148.94,13.21,143.24,889.39
2023041700,107.68,106.75,95.35,128.52,108.05,106.27,176.38,14.36,137.63,848.22
2023041800,103.51,108.38,96.09,129.19,107.06,103.99,170.05,14.92,132.13,796.33
2023041900,100.63,108.04,96.9,136.4,108.53,106.97,156.99,15.33,139.58,846.78
2023042000,108.95,118.03,105.69,137.82,116.93,113.86,173.56,18.27,148.5,895.98
2023042100,102.49,108.77,95.8,128.11,106.53,110.31,172.74,16.4,138.23,916.66
2023042200,97.0,100.51,86.4,112.68,95.44,106.87,158.14,15.91,141.21,1036.59
2023042300,104.74,110.08,93.75,120.53,105.08,112.45,166.45,18.91,173.62,1003.62
2023042400,112.44,125.31,111.71,142.62,123.81,121.89,179.74,18.35,146.71,978.85
2023042500,110.52,127.11,114.47,154.96,122.36,121.76,188.9,18.19,141.81,931.53
2023042600,109.61,130.69,110.11,157.51,120.7,124.25,191.8,19.57,140.81,954.29
2023042700,109.75,135.38,110.38,157.45,120.92,120.92,187.49,19.19,140.61,943.42
2023042800,108.78,124.36,101.27,157.93,112.97,119.07,181.72,16.29,133.39,926.44
2023042900,103.83,114.41,89.54,128.62,95.96,101.11,153.47,15.81,134.82,924.1
2023043000,118.68,112.93,92.01,126.8,100.41,99.29,163.99,17.48,160.83,1034.96
2023050100,117.51,124.93,105.48,142.68,116.35,113.83,173.78,17.45,153.35,1001.98
2023050200,117.6,129.14,110.85,164.55,123.83,121.22,173.82,17.8,142.17,963.82
2023050300,114.12,130.68,110.47,157.97,123.34,119.32,173.48,19.79,165.96,953.68
2023050400,108.75,129.23,108.45,152.9,119.75,119.3,166.28,19.15,162.1,1018.75
2023050500,107.96,125.03,102.36,148.78,114.77,115.77,167.15,19.1,150.56,1092.48
2023050600,120.35,117.22,92.18,130.76,101.18,103.75,155.6,21.93,149.66,1485.23
2023050700,112.3,124.52,93.57,135.33,104.74,106.67,163.88,21.21,159.02,1416.19
2023050800,122.71,147.68,110.6,153.72,145.05,123.03,181.02,21.31,156.32,1337.28
2023050900,123.49,140.72,111.69,155.16,138.66,122.6,189.98,21.46,160.57,1188.12
2023051000,112.61,139.6,111.99,152.82,130.14,121.92,187.11,20.98,148.67,1091.39
2023051100,115.28,137.15,111.61,150.99,127.51,116.02,186.59,20.42,149.65,1092.9
2023051200,102.58,133.39,100.35,144.45,115.39,110.34,178.51,19.9,142.05,1065.52
2023051300,92.31,151.61,96.67,124.02,100.49,97.2,151.26,19.36,147.98,1123.91
2023051400,100.68,204.51,95.58,125.14,105.64,103.04,157.47,19.19,151.6,1133.24
2023051500,108.46,138.0,111.73,153.85,122.07,117.43,178.78,20.48,147.2,1069.22
2023051600,108.6,130.08,112.88,156.06,124.91,120.75,189.74,21.04,147.07,1031.99
2023051700,107.16,125.88,111.21,150.06,125.35,119.27,190.45,21.15,154.99,1012.7
2023051800,102.47,123.11,109.09,141.56,123.53,114.8,190.76,20.27,152.96,996.34
2023051900,102.01,114.63,98.14,136.28,115.19,107.96,178.03,19.37,178.58,995.36
2023052000,95.26,109.63,91.11,125.0,105.04,97.22,158.97,19.46,177.86,1021.42
2023052100,101.02,111.88,94.78,124.12,110.64,101.18,162.19,17.74,169.23,1061.79
2023052200,107.92,128.97,116.58,149.9,123.79,116.88,179.98,18.48,162.69,1025.34
2023052300,102.87,124.42,110.9,151.8,124.46,116.05,189.4,18.44,154.42,974.28
2023052400,102.86,124.07,110.22,148.99,122.44,115.81,186.14,18.32,144.56,946.72
2023052500,102.13,121.81,106.18,148.88,117.78,113.54,181.3,18.64,147.79,933.37
2023052600,96.79,118.28,99.64,160.13,110.22,106.65,164.54,17.46,147.7,919.47
2023052700,92.9,109.81,89.2,142.52,98.99,95.84,163.06,16.53,171.0,932.19
2023052800,94.9,110.0,90.9,142.72,101.14,97.33,163.61,19.04,171.03,1020.85
2023052900,102.55,120.78,102.25,158.93,112.66,107.37,172.76,19.46,160.11,995.51
2023053000,101.59,123.92,109.44,161.71,119.34,116.12,188.1,18.61,152.12,960.43
2023053100,101.25,125.24,109.1,145.61,119.89,114.21,204.87,18.82,155.43,948.85
2023060100,100.14,122.88,106.1,143.11,121.11,111.52,212.74,18.7,142.04,950.88
2023060200,97.15,120.04,101.58,136.64,116.35,105.88,212.82,17.28,135.72,937.56
2023060300,93.61,108.45,92.07,123.07,103.14,97.59,204.58,16.67,146.62,941.69
2023060400,98.89,113.58,96.77,126.03,107.07,100.47,205.04,16.66,155.19,992.58
2023060500,147.89,122.64,109.2,157.66,120.81,115.15,213.69,17.7,148.61,941.89
2023060600,106.58,127.09,113.2,162.79,121.96,118.13,220.61,17.81,150.49,951.54
2023060700,102.97,123.02,110.46,157.97,121.51,126.82,207.07,17.87,162.88,932.62
2023060800,102.37,123.01,110.82,156.68,118.09,113.67,206.49,17.91,157.57,925.57
2023060900,95.07,113.59,102.4,148.25,109.25,106.23,192.8,18.18,145.3,918.73
2023061000,89.18,102.61,90.16,132.28,100.36,94.13,179.53,17.59,165.67,1059.52
2023061100,96.19,111.03,95.46,130.56,104.4,100.52,190.41,18.41,166.32,1120.62
2023061200,99.06,122.46,109.75,149.04,119.81,113.4,201.64,19.54,150.91,1004.77
2023061300,98.41,119.96,107.62,149.51,117.41,112.52,208.43,19.5,156.8,954.45
2023061400,99.78,123.08,109.7,156.53,118.49,114.25,214.57,19.79,148.83,973.46
2023061500,97.46,119.9,105.45,180.81,115.04,110.03,203.05,19.01,141.96,923.57
2023061600,93.46,113.72,100.56,181.25,108.27,105.13,200.47,18.32,139.33,924.04
2023061700,92.1,108.61,93.12,158.99,98.67,95.9,185.67,17.58,137.6,967.14
2023061800,96.96,114.43,94.93,158.96,105.88,102.71,187.56,18.87,142.17,1006.71
2023061900,100.19,121.96,108.63,183.49,119.5,110.72,197.07,18.47,142.66,995.08
2023062000,100.5,122.82,112.28,180.62,121.31,109.34,200.48,18.81,149.64,987.98
2023062100,101.62,122.78,117.08,182.95,128.23,133.93,203.88,19.53,155.39,985.5
2023062200,96.63,120.55,131.04,166.76,133.13,119.05,174.55,19.75,140.73,1015.27
2023062300,99.98,117.17,119.7,159.33,132.13,111.95,175.52,18.46,136.87,997.55
2023062400,90.43,107.46,97.63,143.05,106.55,94.97,166.67,18.11,139.02,947.32
2023062500,98.83,111.06,99.75,144.13,109.24,97.95,175.75,18.34,176.51,1024.22
2023062600,101.0,119.35,110.13,164.1,122.79,110.75,178.34,17.91,158.09,967.04
2023062700,98.04,113.32,109.36,159.94,124.3,111.27,183.16,18.63,173.89,946.55
2023062800,95.95,111.0,105.26,149.63,121.55,108.63,191.79,17.26,178.7,973.09
2023062900,93.6,110.75,102.92,139.4,118.48,105.37,185.3,18.08,160.11,939.59
2023063000,93.03,111.3,101.13,141.63,115.38,105.32,184.45,18.7,154.19,927.57
2023070100,91.18,103.46,91.15,130.93,108.9,98.97,168.32,18.51,152.74,971.31
2023070200,97.98,109.64,97.04,146.21,117.79,102.5,170.9,19.23,162.73,1042.01
2023070300,100.29,120.05,105.99,166.23,125.39,110.91,185.44,19.19,152.06,974.45
2023070400,97.97,117.35,105.36,162.92,129.04,108.32,196.95,18.83,162.99,989.29
2023070500,98.1,120.12,107.08,160.89,126.82,107.12,194.07,18.65,155.26,973.09
2023070600,104.13,118.97,107.45,166.27,125.93,107.93,189.64,18.51,140.72,955.49
2023070700,94.58,112.88,100.53,157.49,117.77,103.08,172.6,17.18,137.98,999.92
2023070800,92.93,106.26,89.73,142.41,115.42,97.35,170.05,17.13,145.44,1029.22
2023070900,100.25,112.19,95.38,145.38,124.75,99.52,170.22,20.15,165.22,1068.61
2023071000,97.87,118.51,104.79,162.35,138.15,106.76,184.95,19.34,184.07,1001.35
2023071100,98.27,119.96,106.58,162.16,140.13,109.43,191.53,18.27,177.06,981.58
2023071200,120.29,123.59,110.75,169.67,150.79,112.93,211.11,20.45,156.47,994.29
2023071300,102.7,116.71,104.29,158.83,146.45,106.77,201.24,21.19,148.15,966.93
2023071400,95.54,113.78,101.82,147.13,150.54,109.23,198.83,19.27,140.61,1033.0
2023071500,92.66,105.33,90.66,131.14,133.95,95.27,177.06,19.02,139.46,1042.2
2023071600,98.74,108.3,93.85,130.76,141.74,99.01,177.95,18.77,153.23,1102.29
2023071700,101.67,134.74,106.82,151.86,158.84,111.01,200.82,20.25,146.02,1101.74
2023071800,97.59,123.81,106.7,147.61,164.19,109.05,200.01,19.54,153.19,1046.41
2023071900,95.21,121.49,107.12,147.72,189.08,108.62,207.48,18.22,155.48,1081.78
2023072000,94.89,119.7,104.98,154.07,217.86,108.68,219.3,17.72,189.48,1148.52
2023072100,95.28,112.81,101.87,149.16,296.14,111.22,245.26,17.74,169.07,1303.26
2023072200,94.13,110.89,100.32,141.46,339.7,112.01,243.36,17.61,182.57,1445.53
2023072300,96.93,115.44,101.92,143.56,357.02,117.97,243.52,19.64,167.83,1495.99
2023072400,99.83,119.04,109.32,169.65,314.46,122.44,245.07,21.56,166.13,1351.23
2023072500,101.39,122.49,111.69,165.5,264.53,122.29,238.88,20.87,165.8,1216.88
2023072600,99.35,120.41,112.76,167.52,243.08,116.72,229.85,18.83,164.36,1169.27
2023072700,95.5,119.68,108.23,682.33,220.88,109.61,217.51,18.07,170.01,1105.83
2023072800,95.41,114.82,109.98,155.48,225.46,110.07,216.38,16.52,155.28,1117.07
2023072900,92.94,106.68,95.17,142.42,219.3,107.71,199.56,17.07,167.17,1161.06
2023073000,97.43,110.55,98.17,139.2,234.46,109.28,204.42,18.5,183.68,1224.34
2023073100,106.15,118.73,109.29,158.14,214.85,115.81,209.01,18.1,182.78,1133.45
2023080100,103.13,120.82,113.98,155.93,212.69,116.89,209.71,18.59,204.96,1052.5
2023080200,105.49,126.85,114.83,152.67,204.3,118.68,209.16,18.43,186.09,1011.02
2023080300,96.87,121.69,110.5,149.55,185.4,112.0,202.55,17.77,181.36,997.03
2023080400,96.05,115.71,106.26,142.61,177.19,110.11,201.19,17.54,157.83,1004.99
2023080500,92.74,112.55,100.8,130.26,178.6,102.6,184.43,17.0,163.0,1041.43
2023080600,97.26,114.68,100.64,130.89,190.35,105.86,198.77,18.08,197.49,1114.9
2023080700,101.05,123.43,110.39,164.05,181.08,116.06,203.94,17.41,192.67,1034.28
2023080800,98.77,117.78,104.2,143.51,157.83,109.05,203.39,17.26,168.35,967.23
2023080900,99.48,119.02,107.94,145.54,156.2,111.87,201.94,17.45,153.55,966.09
2023081000,98.56,119.55,109.05,143.57,151.47,111.35,198.84,17.59,159.3,967.0
2023081100,96.61,116.95,105.97,140.64,146.7,107.27,194.96,17.55,164.39,960.21
2023081200,97.46,114.58,102.12,128.15,146.86,102.23,180.25,15.67,191.74,1056.93
2023081300,101.81,115.66,102.0,133.94,155.37,107.04,187.78,16.51,164.8,1095.18
2023081400,101.75,117.23,107.57,142.95,148.88,112.1,189.08,16.11,154.24,995.19
2023081500,102.14,115.89,106.88,141.04,142.92,109.32,197.23,17.56,169.19,973.83
2023081600,102.66,129.28,115.25,148.92,146.07,115.31,199.73,17.33,198.42,963.27
2023081700,98.46,119.84,107.68,144.19,139.4,112.78,193.67,17.62,163.55,954.74
2023081800,99.6,126.24,114.29,146.09,138.98,111.31,193.44,15.84,156.35,967.92
2023081900,99.51,121.18,107.15,129.25,133.71,103.4,176.28,15.02,173.79,994.49
2023082000,97.54,113.93,98.97,123.52,134.13,101.22,174.69,16.19,223.43,990.01
2023082100,104.9,127.62,117.52,148.39,145.53,126.62,207.02,17.01,168.99,972.07
2023082200,104.04,122.57,113.18,144.47,137.93,116.18,198.25,16.76,153.83,938.98
2023082300,115.87,127.77,114.39,147.72,143.62,119.45,197.17,21.49,154.22,965.52
2023082400,105.17,119.6,107.38,139.59,136.68,114.1,196.09,20.77,151.81,943.66
2023082500,99.24,116.18,104.43,133.16,131.97,109.49,182.34,18.11,157.85,917.15
2023082600,94.86,110.81,95.01,119.89,144.61,103.99,164.63,16.24,164.18,1005.09
2023082700,106.03,127.89,111.24,129.36,163.14,113.25,181.67,16.46,173.98,1039.98
2023082800,108.19,123.06,111.35,140.26,159.31,119.61,197.35,16.68,154.99,968.19
2023082900,111.73,126.67,116.46,144.82,152.64,124.61,192.29,16.39,152.95,938.37
2023083000,105.86,117.02,108.09,139.03,156.48,122.98,189.8,15.87,153.14,928.64
2023083100,102.47,111.54,103.72,133.82,150.97,119.05,184.67,15.16,183.96,899.25
2023090100,99.72,116.9,106.57,130.96,145.76,116.39,182.29,14.21,178.11,885.08
2023090200,95.18,109.3,96.65,119.84,139.45,105.97,159.9,15.83,163.3,948.71
2023090300,104.54,120.79,105.39,122.75,141.8,111.35,177.24,17.45,177.03,1035.53
2023090400,106.55,119.87,107.79,133.04,149.87,118.8,200.1,14.06,153.13,959.44
2023090500,116.74,133.08,124.32,145.42,158.6,131.37,208.51,14.89,154.04,965.1
2023090600,117.63,139.5,130.27,147.61,152.94,134.4,208.48,14.71,153.16,947.64
2023090700,108.12,124.51,118.07,141.39,142.62,127.91,198.79,14.82,147.7,936.14
2023090800,106.28,127.86,117.65,141.4,138.39,122.76,196.17,14.55,158.32,934.83
2023090900,98.23,110.36,94.49,114.65,132.49,105.09,167.28,13.89,155.53,936.28
2023091000,108.69,125.33,103.38,118.36,146.85,115.09,174.75,14.57,165.16,1007.5
2023091100,113.48,128.7,115.63,140.67,154.2,129.59,197.73,15.64,152.0,963.91
2023091200,117.0,138.98,128.74,152.83,163.4,137.42,216.3,15.28,158.13,953.01
2023091300,109.83,124.96,118.57,144.47,156.7,130.89,216.36,15.11,144.06,923.29
2023091400,114.17,133.54,124.13,146.78,156.25,133.52,219.72,15.19,150.39,951.15
2023091500,105.19,118.94,110.09,133.22,141.26,122.14,205.79,14.71,141.29,913.37
2023091600,99.37,118.5,109.13,122.8,132.26,111.75,176.84,13.51,155.77,997.71
2023091700,102.98,114.2,101.72,120.06,126.12,111.53,167.93,13.74,161.09,984.77
2023091800,118.82,138.72,127.65,146.47,154.92,136.68,196.7,15.92,158.33,991.65
2023091900,117.65,137.4,128.98,148.24,159.25,136.47,201.27,15.57,160.62,1009.34
2023092000,119.81,138.93,127.42,149.84,140.98,135.8,197.89,14.91,164.91,999.13
2023092100,115.87,136.48,125.56,150.87,132.33,141.25,197.08,14.74,160.0,955.57
2023092200,104.72,116.15,106.61,135.33,116.53,129.21,181.15,13.55,148.47,923.34
2023092300,99.74,111.46,99.17,120.78,108.52,120.17,165.36,13.3,158.38,962.77
2023092400,110.09,127.36,112.44,130.07,125.63,128.5,175.85,13.73,200.25,1050.9
2023092500,114.19,136.26,121.62,147.36,131.8,137.99,189.69,14.91,177.49,1516.98
2023092600,115.48,140.57,125.47,145.99,131.52,135.98,200.33,15.85,174.37,1727.6
2023092700,110.48,130.29,115.29,146.99,125.71,129.7,190.54,14.76,169.0,1657.35
2023092800,107.01,127.45,119.87,148.1,123.0,127.39,204.39,14.56,161.11,1672.04
2023092900,102.2,120.95,113.48,134.28,116.55,129.44,189.39,13.36,160.49,1673.46
2023093000,95.18,110.95,97.56,113.12,101.59,108.92,166.27,12.55,168.37,1725.41
2023100100,107.42,131.47,116.47,125.05,119.23,125.27,190.81,13.13,188.19,1792.38
2023100200,113.12,132.81,118.5,135.35,126.94,133.34,200.76,16.01,177.98,1762.95
2023100300,113.0,138.34,117.44,140.35,137.62,131.21,194.04,15.48,178.44,1726.39
2023100400,116.86,157.85,138.02,146.21,145.28,136.8,196.29,15.77,191.39,1727.11
2023100500,112.6,139.69,126.08,142.54,135.61,133.45,194.83,15.66,185.16,1780.9
