Word,2020-01-01,2021-01-01,2022-01-01,2023-01-01,2024-01-01,2024-11-01,Growth Rate (%)
italiano,21.67,21.08,25.06,26.85,28.56,28.2,30.133825565297634
fireplace,21.67,28.11,27.34,26.85,28.56,28.2,30.133825565297634
footwear,21.67,21.08,18.22,17.9,19.77,28.2,30.133825565297634
utilities,411.77,442.69,482.92,519.02,518.38,535.85,30.133326857226134
refine,108.36,119.46,125.29,127.52,140.58,141.01,30.131044665928382
podcasts,86.69,86.66,102.51,100.67,109.83,112.81,30.13034952128274
leather,86.69,124.14,120.73,114.1,107.63,112.81,30.13034952128274
bids,65.02,65.58,68.34,85.01,85.67,84.61,30.129191018148273
feelings,163.74,178.01,186.79,210.29,217.46,212.6,29.839990228410883
disney,551.43,592.59,633.26,644.3,832.49,715.91,29.827902000253893
mayor,262.47,283.41,302.96,308.73,320.7,340.6,29.76721149083704
rescue,175.78,182.7,209.57,217.0,219.65,227.79,29.588121515530773
beats,115.58,121.8,125.29,152.13,144.97,149.69,29.512026302128398
thunder,38.53,39.82,52.39,51.45,52.72,49.9,29.509473137814684
bouquet,38.53,39.82,47.84,46.98,48.32,49.9,29.509473137814684
guys,38.53,37.48,41.0,51.45,50.52,49.9,29.509473137814684
divorce,77.06,91.35,95.67,96.2,105.43,99.79,29.496496236698682
lightning,93.91,96.03,100.23,105.15,109.83,121.49,29.368544350974336
inclusive,187.82,203.78,236.9,237.14,248.21,242.97,29.363220104355236
highlighted,243.21,252.96,266.52,277.41,307.52,314.57,29.340898811726486
pleased,55.38,53.87,63.78,69.35,68.09,71.59,29.270494763452508
chat,387.69,416.92,439.64,445.19,459.08,501.13,29.260491629910497
reunion,16.86,18.74,20.5,22.37,21.97,21.69,28.647686832740227
jackets,16.86,16.4,13.67,17.9,19.77,21.69,28.647686832740227
angola,16.86,16.4,20.5,22.37,21.97,21.69,28.647686832740227
fabulous,16.86,21.08,20.5,20.13,21.97,21.69,28.647686832740227
nurses,16.86,16.4,15.95,17.9,19.77,21.69,28.647686832740227
redeem,16.86,21.08,22.78,20.13,21.97,21.69,28.647686832740227
bedrooms,16.86,16.4,15.95,17.9,17.57,21.69,28.647686832740227
seeker,16.86,23.42,22.78,22.37,21.97,21.69,28.647686832740227
therapist,16.86,16.4,18.22,22.37,21.97,21.69,28.647686832740227
subscription,248.02,243.6,239.18,250.56,309.71,318.9,28.578340456414793
politicians,163.74,163.96,166.29,194.63,199.89,210.43,28.514718456088918
ships,435.85,430.98,441.92,552.58,544.74,559.71,28.418033727199727
miscellaneous,96.32,91.35,100.23,105.15,120.81,123.66,28.38455149501662
wives,96.32,124.14,120.73,120.81,125.2,123.66,28.38455149501662
holders,79.46,81.98,86.56,96.2,98.84,101.96,28.316133903851
posing,62.61,65.58,72.89,76.06,76.88,80.27,28.206356812010856
punishment,62.61,63.24,61.5,69.35,79.08,80.27,28.206356812010856
debug,62.61,65.58,66.06,76.06,79.08,80.27,28.206356812010856
deadly,45.75,51.53,56.95,60.4,63.7,58.57,28.02185792349727
costume,137.26,135.85,159.46,161.08,162.54,175.72,28.01981640681918
anime,137.26,133.51,143.51,161.08,180.12,175.72,28.01981640681918
sustainability,394.91,414.58,410.03,440.72,423.93,505.47,27.99625231065306
eggs,120.4,119.46,120.73,140.94,147.17,154.03,27.93189368770764
diabetes,120.4,131.17,143.51,152.13,155.95,154.03,27.93189368770764
adapter,74.65,81.98,102.51,100.67,94.45,95.45,27.863362357669118
kazakhstan,103.54,110.09,113.9,140.94,138.38,132.33,27.80567896465135
answering,132.44,149.91,161.73,161.08,162.54,169.21,27.763515554213235
lanes,28.9,32.79,36.45,38.03,37.34,36.88,27.612456747404863
mixer,28.9,35.13,36.45,35.79,30.75,36.88,27.612456747404863
ex,580.33,616.02,765.38,769.58,744.63,739.77,27.474023400479027
freebsd,226.35,229.54,255.13,241.61,239.42,288.53,27.470731168544283
