Word,2020-01-01,2021-01-01,2022-01-01,f_star,revised,r
porno,0.0,0.0,0.0,0.0,0.0,
challenge,4.646e-05,4.699e-05,4.821e-05,4.672e-05,7.958e-05,0.65069488
motorola,6.3e-07,6.1e-07,1.54e-06,6.2e-07,1.59e-06,0.03246753
acceptance,1.946e-05,2.014e-05,1.795e-05,1.98e-05,2.6e-05,0.44846797
strategies,1.193e-05,1.038e-05,1.077e-05,1.116e-05,4.669e-05,3.33519034
mo,8.16e-06,6.1e-06,4.1e-06,7.13e-06,4.24e-06,0.03414634
seem,1.193e-05,9.76e-06,1.077e-05,1.084e-05,1.167e-05,0.08356546
affairs,5.463e-05,5.249e-05,5.283e-05,5.356e-05,5.146e-05,-0.02593224
touch,1.005e-05,1.099e-05,8.72e-06,1.052e-05,9.02e-06,0.03440367
intended,0.00016828,0.000166,0.0001672,0.00016714,0.00016288,-0.02583732
towards,0.00014944,0.00015746,0.00016104,0.00015345,0.0001024,-0.36413313
sa,8.16e-06,9.15e-06,1.18e-05,8.66e-06,1.114e-05,-0.0559322
goals,8.037e-05,8.666e-05,8.36e-05,8.352e-05,8.489e-05,0.01543062
hire,5.02e-06,5.49e-06,5.13e-06,5.25e-06,3.18e-06,-0.38011696
election,0.00023483,0.00022947,0.00026106,0.00023215,0.00025042,-0.04075691
suggest,4.646e-05,4.394e-05,4.206e-05,4.52e-05,0.00010399,1.47242035
branch,7.158e-05,7.079e-05,7.744e-05,7.119e-05,7.799e-05,0.00710227
charges,4.521e-05,4.516e-05,4.513e-05,4.519e-05,5.146e-05,0.14026147
serve,9.984e-05,9.948e-05,0.00010206,9.966e-05,0.00017667,0.73104056
affiliates,2.51e-06,1.83e-06,2.56e-06,2.17e-06,3.71e-06,0.44921875
reasons,4.772e-05,4.455e-05,5.18e-05,4.613e-05,4.404e-05,-0.14980695
magic,2.951e-05,3.235e-05,3.077e-05,3.093e-05,2.6e-05,-0.15502112
mount,7.409e-05,8.361e-05,8.668e-05,7.885e-05,8.542e-05,-0.01453623
smart,6.91e-06,6.71e-06,1.077e-05,6.81e-06,1.008e-05,-0.06406685
talking,9.42e-06,9.76e-06,1.026e-05,9.59e-06,5.31e-06,-0.48245614
gave,0.00015132,0.00015074,0.00014771,0.00015103,2.759e-05,-0.81321508
ones,3.642e-05,4.089e-05,4.257e-05,3.866e-05,2.653e-05,-0.37679117
latin,0.00013751,0.0001306,0.00014207,0.00013406,0.00014537,0.02322799
multimedia,9.42e-06,1.038e-05,1.026e-05,9.9e-06,1.167e-05,0.1374269
xp,6.3e-07,6.1e-07,6.67e-06,6.2e-07,6.9e-06,0.03448276
tits,1.88e-06,1.83e-06,1.54e-06,1.86e-06,1.06e-06,-0.31168831
avoid,6.091e-05,6.042e-05,5.693e-05,6.067e-05,4.35e-05,-0.23590374
certified,6.216e-05,6.591e-05,6.257e-05,6.403e-05,4.191e-05,-0.33019019
manage,1.758e-05,1.831e-05,1.641e-05,1.794e-05,3.82e-05,1.32784887
corner,2.449e-05,2.502e-05,2.975e-05,2.476e-05,2.918e-05,-0.01915966
rank,8.979e-05,8.727e-05,8.155e-05,8.853e-05,0.00010133,0.24255058
computing,1.067e-05,9.76e-06,1.487e-05,1.021e-05,1.379e-05,-0.07262946
oregon,7.723e-05,7.568e-05,6.719e-05,7.645e-05,7.003e-05,0.04226819
element,0.00010549,0.00010192,9.591e-05,0.0001037,8.383e-05,-0.12595141
birth,9.607e-05,9.521e-05,9.027e-05,9.564e-05,8.436e-05,-0.06547026
virus,2.323e-05,2.563e-05,2.513e-05,2.443e-05,2.547e-05,0.01352965
abuse,1.946e-05,2.136e-05,2.308e-05,2.041e-05,2.441e-05,0.05762565
interactive,3.391e-05,3.113e-05,2.923e-05,3.252e-05,3.13e-05,0.07081765
requests,5.65e-06,5.49e-06,7.18e-06,5.57e-06,8.49e-06,0.18245125
separate,0.00014128,0.00013915,0.00013796,0.00014022,0.00011035,-0.20013047
quarter,0.00012056,0.00012023,0.00011694,0.0001204,0.00010929,-0.06541816
procedure,1.005e-05,1.038e-05,1.128e-05,1.021e-05,9.55e-06,-0.15336879
leadership,0.00010172,0.00010314,0.0001154,0.00010243,0.00017296,0.49878683
tables,8.79e-06,9.76e-06,9.23e-06,9.28e-06,7.96e-06,-0.1375948
define,1.13e-05,1.16e-05,1.693e-05,1.145e-05,1.379e-05,-0.18546958
racing,7.284e-05,7.141e-05,6.975e-05,7.213e-05,7.693e-05,0.10293907
religious,0.00017581,0.00017394,0.0001913,0.00017488,0.00018728,-0.02101411
facts,7.53e-06,7.32e-06,1.077e-05,7.43e-06,3.71e-06,-0.65552461
breakfast,3.14e-06,3.05e-06,3.08e-06,3.1e-06,2.65e-06,-0.13961039
kong,4.27e-05,4.333e-05,6.821e-05,4.302e-05,6.367e-05,-0.06655916
column,2.951e-05,3.296e-05,3.385e-05,3.124e-05,3.077e-05,-0.09098966
plants,0.00010611,0.00010558,0.00010155,0.00010585,8.33e-05,-0.17971443
faith,3.516e-05,3.418e-05,3.59e-05,3.467e-05,4.244e-05,0.1821727
chain,4.96e-05,4.943e-05,4.667e-05,4.952e-05,4.297e-05,-0.07928005
developer,2.386e-05,2.563e-05,2.257e-05,2.475e-05,1.857e-05,-0.17722641
identify,2.26e-05,2.38e-05,2.616e-05,2.32e-05,2.812e-05,0.07492355
avenue,6.028e-05,6.103e-05,6.052e-05,6.065e-05,6.367e-05,0.05204891
missing,4.395e-05,4.333e-05,4.103e-05,4.364e-05,4.457e-05,0.08627833
died,0.00065741,0.00064936,0.00059699,0.00065339,0.00020108,-0.66317694
approximately,0.00014944,0.00015013,0.00015797,0.00014978,0.00067486,3.27207698
domestic,7.974e-05,7.812e-05,8.719e-05,7.893e-05,8.436e-05,-0.03245785
sitemap,0.0,0.0,0.0,0.0,0.0,
recommendations,8.16e-06,8.54e-06,9.23e-06,8.35e-06,1.22e-05,0.32177681
moved,0.00032776,0.00032956,0.00031696,0.00032866,0.00018092,-0.42920242
houston,2.449e-05,2.38e-05,2.257e-05,2.415e-05,2.281e-05,0.01063358
reach,0.00013186,0.00013549,0.00012771,0.00013367,0.00015916,0.24626106
comparison,1.695e-05,1.709e-05,1.744e-05,1.702e-05,1.167e-05,-0.33084862
mental,3.893e-05,4.028e-05,5.129e-05,3.96e-05,5.783e-05,0.12751024
viewed,7.346e-05,7.202e-05,7.488e-05,7.274e-05,0.00011619,0.55168269
moment,2.198e-05,2.197e-05,1.949e-05,2.197e-05,5.677e-05,1.91277578
extended,0.00012621,0.00012694,0.00012822,0.00012658,0.00014802,0.15442209
sequence,6.907e-05,6.774e-05,6.257e-05,6.841e-05,4.244e-05,-0.32171967
inch,2.512e-05,2.563e-05,2.564e-05,2.538e-05,2.759e-05,0.07605304
attack,0.00026748,0.00027769,0.00026054,0.00027258,0.00021222,-0.18546097
sorry,6.3e-07,6.1e-07,5.1e-07,6.2e-07,5.3e-07,0.03921569
centers,4.395e-05,4.394e-05,4.411e-05,4.395e-05,8.807e-05,0.99659941
opening,0.0001306,0.00012938,0.00012719,0.00012999,0.00011725,-0.0781508
damage,0.00031269,0.00031247,0.00030465,0.00031258,0.00031461,0.03269325
lab,9.42e-06,8.54e-06,9.74e-06,8.98e-06,1.008e-05,0.0349076
reserve,0.00010925,0.00010924,0.00010155,0.00010925,0.00010452,0.02924668
recipes,1.256e-05,1.343e-05,1.077e-05,1.3e-05,1.008e-05,-0.06406685
cvs,0.0,0.0,0.0,0.0,0.0,
gamma,2.449e-05,2.38e-05,2.154e-05,2.415e-05,2.228e-05,0.03435469
plastic,7.53e-06,7.93e-06,1.231e-05,7.73e-06,1.167e-05,-0.05199025
produce,9.544e-05,9.338e-05,0.00010155,9.441e-05,8.701e-05,-0.1431807
snow,2.449e-05,2.563e-05,2.513e-05,2.506e-05,2.228e-05,-0.11341027
placed,0.00019151,0.00019591,0.00018361,0.00019371,0.00010558,-0.42497685
truth,2.574e-05,2.502e-05,2.872e-05,2.538e-05,2.653e-05,-0.07625348
counter,4.772e-05,4.638e-05,4.565e-05,4.705e-05,4.457e-05,-0.02365827
failure,9.418e-05,9.643e-05,9.181e-05,9.53e-05,7.905e-05,-0.13898268
follows,0.00011553,0.00011291,0.00010873,0.00011422,0.00012839,0.18081486
eu,5.02e-06,6.71e-06,1.795e-05,5.87e-06,1.963e-05,0.09359331
weekend,1.319e-05,1.282e-05,1.18e-05,1.3e-05,1.22e-05,0.03389831
dollar,0.00017958,0.0001776,0.00015797,0.00017859,0.00015863,0.00417801
camp,7.158e-05,7.751e-05,7.591e-05,7.454e-05,7.375e-05,-0.02845475
ontario,4.709e-05,4.516e-05,3.898e-05,4.612e-05,3.926e-05,0.00718317
automatically,7.53e-06,7.32e-06,9.74e-06,7.43e-06,1.22e-05,0.25256674
des,2.951e-05,2.929e-05,2.923e-05,2.94e-05,2.971e-05,0.01642148
minnesota,2.574e-05,2.197e-05,4.052e-05,2.386e-05,3.979e-05,-0.01801579
films,0.00027879,0.00028989,0.00030362,0.00028434,0.00030347,-0.00049404
bridge,0.00027,0.00026182,0.00024464,0.00026591,0.00024989,0.0214601
native,0.00027816,0.0002667,0.0002708,0.00027243,0.00027429,0.01288774
fill,1.758e-05,1.709e-05,1.333e-05,1.734e-05,1.486e-05,0.11477869
williams,8.665e-05,8.605e-05,8.668e-05,8.635e-05,8.489e-05,-0.02065067
movement,0.00024676,0.00024168,0.00027388,0.00024422,0.00029445,0.07510589
printing,2.449e-05,2.441e-05,2.821e-05,2.445e-05,2.706e-05,-0.04076569
baseball,0.00013814,0.00013366,0.00012104,0.0001359,0.00011566,-0.04444812
owned,0.00010298,0.00010314,0.00010617,0.00010306,9.603e-05,-0.09550721
approval,2.26e-05,2.258e-05,2.359e-05,2.259e-05,3.926e-05,0.66426452
draft,6.719e-05,6.835e-05,6.411e-05,6.777e-05,5.836e-05,-0.0896896
chart,0.00014128,0.00014098,0.00013848,0.00014113,0.000139,0.00375505
played,0.00056762,0.00057429,0.00056212,0.00057095,0.00056556,0.00611969
contacts,5.65e-06,4.88e-06,5.64e-06,5.26e-06,1.06e-06,-0.81205674
cc,6.3e-07,6.1e-07,5.1e-07,6.2e-07,5.3e-07,0.03921569
jesus,5.714e-05,6.103e-05,6.155e-05,5.908e-05,6.101e-05,-0.00877335
readers,3.893e-05,3.845e-05,3.641e-05,3.869e-05,3.608e-05,-0.00906344
clubs,4.144e-05,4.882e-05,4.821e-05,4.513e-05,4.775e-05,-0.00954159
lcd,0.0,0.0,5.1e-07,0.0,5.3e-07,0.03921569
wa,6.3e-07,6.1e-07,2.05e-06,6.2e-07,1.59e-06,-0.22439024
jackson,0.00012181,0.00012023,0.00010822,0.00012102,9.921e-05,-0.08325633
equal,3.705e-05,3.601e-05,5.129e-05,3.653e-05,3.82e-05,-0.25521544
adventure,0.00011051,0.00011352,0.0001036,0.00011202,0.00010399,0.00376448
matching,6.91e-06,6.1e-06,6.67e-06,6.5e-06,6.9e-06,0.03448276
offering,1.821e-05,1.831e-05,1.846e-05,1.826e-05,5.04e-05,1.73022752
shirts,1.067e-05,1.099e-05,1.333e-05,1.083e-05,1.326e-05,-0.00525131
profit,1.444e-05,1.526e-05,1.795e-05,1.485e-05,1.486e-05,-0.17214485
leaders,9.293e-05,9.399e-05,0.00010052,9.346e-05,0.0001024,0.01870275
posters,3.77e-06,3.05e-06,5.13e-06,3.41e-06,4.77e-06,-0.07017544
institutions,3.328e-05,3.601e-05,4.872e-05,3.465e-05,5.836e-05,0.19786535
assistant,6.028e-05,6.042e-05,5.642e-05,6.035e-05,5.624e-05,-0.00319036
variable,3.265e-05,3.357e-05,3.231e-05,3.311e-05,2.175e-05,-0.3268338
ave,6.3e-07,6.1e-07,5.1e-07,6.2e-07,5.3e-07,0.03921569
dj,7.53e-06,6.71e-06,9.23e-06,7.12e-06,8.49e-06,-0.08017335
advertisement,6.28e-06,5.49e-06,4.1e-06,5.89e-06,3.71e-06,-0.09512195
expect,3.14e-06,3.66e-06,4.1e-06,3.4e-06,3.71e-06,-0.09512195
parking,1.319e-05,1.343e-05,1.18e-05,1.331e-05,1.114e-05,-0.0559322
headlines,5.65e-06,5.49e-06,5.13e-06,5.57e-06,6.9e-06,0.34502924
yesterday,5.65e-06,5.49e-06,4.62e-06,5.57e-06,4.77e-06,0.03246753
compared,0.00010549,0.00010497,0.00010976,0.00010523,0.00016978,0.54682945
determined,6.153e-05,6.408e-05,5.898e-05,6.281e-05,8.117e-05,0.37622923
wholesale,4.4e-06,3.05e-06,3.59e-06,3.72e-06,1.59e-06,-0.55710306
workshop,1.319e-05,1.343e-05,1.282e-05,1.331e-05,1.379e-05,0.07566303
russia,8.665e-05,8.666e-05,9.386e-05,8.666e-05,9.815e-05,0.04570637
gone,4.521e-05,4.455e-05,3.949e-05,4.488e-05,3.024e-05,-0.23423652
codes,6.91e-06,6.71e-06,1.128e-05,6.81e-06,1.379e-05,0.22251773
kinds,1.067e-05,9.76e-06,1.231e-05,1.021e-05,0.0,-1.0
extension,3.83e-05,4.028e-05,3.949e-05,3.929e-05,4.138e-05,0.04786022
seattle,7.472e-05,7.202e-05,7.232e-05,7.337e-05,7.215e-05,-0.00235066
statements,2.072e-05,2.075e-05,2.103e-05,2.074e-05,1.645e-05,-0.21778412
golden,0.00012684,0.0001361,0.00014002,0.00013147,0.00014166,0.01171261
completely,6.279e-05,6.164e-05,6.36e-05,6.221e-05,4.35e-05,-0.31603774
teams,0.00018272,0.00018797,0.00019284,0.00018535,0.0002154,0.11698818
fort,0.00011993,0.00012023,0.00011078,0.00012008,0.00011088,0.00090269
cm,5.086e-05,4.821e-05,3.488e-05,4.953e-05,3.661e-05,0.04959862
wi,6.3e-07,1.22e-06,2.05e-06,9.3e-07,2.12e-06,0.03414634
lighting,1.256e-05,1.282e-05,1.282e-05,1.269e-05,1.539e-05,0.20046802
senate,0.00012056,0.00012023,0.00013694,0.0001204,0.00013953,0.01891339
forces,0.00053434,0.00052425,0.00052057,0.00052929,0.00069183,0.32898554
funny,3.77e-06,4.27e-06,3.59e-06,4.02e-06,1.59e-06,-0.55710306
brother,0.00020909,0.00020933,0.00019182,0.00020921,0.00019153,-0.00151183
gene,2.009e-05,2.136e-05,2.308e-05,2.072e-05,2.494e-05,0.08058925
turned,0.00014818,0.00014891,0.0001395,0.00014855,8.277e-05,-0.40666667
portable,1.758e-05,1.709e-05,1.693e-05,1.734e-05,1.539e-05,-0.09096279
tried,9.858e-05,9.46e-05,8.873e-05,9.659e-05,2.334e-05,-0.73695481
electrical,2.826e-05,2.746e-05,3.334e-05,2.786e-05,3.449e-05,0.0344931
applicable,1.88e-06,1.83e-06,3.08e-06,1.86e-06,8.49e-06,1.75649351
disc,3.579e-05,3.54e-05,3.282e-05,3.56e-05,2.971e-05,-0.09475929
returned,0.00038302,0.00039059,0.00036363,0.0003868,0.00034486,-0.0516184
pattern,4.835e-05,4.882e-05,4.77e-05,4.858e-05,4.457e-05,-0.06561845
ct,3.77e-06,3.66e-06,3.59e-06,3.72e-06,2.65e-06,-0.26183844
hentai,0.0,0.0,0.0,0.0,0.0,
boat,9.418e-05,9.155e-05,8.001e-05,9.286e-05,6.791e-05,-0.1512311
named,0.00064171,0.00064082,0.00060674,0.00064127,0.00052736,-0.13083034
theatre,0.00018021,0.00017821,0.00016053,0.00017921,0.00012998,-0.19030711
laser,5.65e-06,6.1e-06,6.67e-06,5.88e-06,6.37e-06,-0.04497751
earlier,0.0002116,0.00020628,0.000199,0.00020894,0.0002796,0.40502513
manufacturers,9.42e-06,8.54e-06,1.077e-05,8.98e-06,1.326e-05,0.23119777
sponsor,5.02e-06,4.88e-06,4.62e-06,4.95e-06,3.18e-06,-0.31168831
classical,0.0001036,0.00010009,0.00010924,0.00010184,0.00010982,0.00530941
icon,1.946e-05,2.014e-05,2.513e-05,1.98e-05,2.069e-05,-0.17668126
warranty,0.0,0.0,0.0,0.0,0.0,
dedicated,7.66e-05,7.507e-05,7.334e-05,7.584e-05,0.00017137,1.33665121
indiana,5.274e-05,4.943e-05,5.231e-05,5.109e-05,5.359e-05,0.02446951
direction,7.66e-05,8.056e-05,8.411e-05,7.858e-05,8.277e-05,-0.01593152
harry,5.274e-05,5.188e-05,5.231e-05,5.231e-05,5.412e-05,0.03460141
basketball,5.274e-05,5.615e-05,4.821e-05,5.444e-05,4.51e-05,-0.06450944
objects,0.00010611,0.00010558,0.0001036,0.00010585,9.019e-05,-0.12944015
ends,3.893e-05,4.089e-05,4.308e-05,3.991e-05,2.069e-05,-0.51973073
delete,0.0,0.0,5.1e-07,0.0,5.3e-07,0.03921569
evening,3.139e-05,3.235e-05,3.18e-05,3.187e-05,3.396e-05,0.06792453
assembly,7.409e-05,6.957e-05,7.539e-05,7.183e-05,8.383e-05,0.11195119
nuclear,0.00021914,0.00021544,0.00022208,0.00021729,0.0002223,0.00099063
taxes,1.633e-05,1.648e-05,2.308e-05,1.641e-05,2.122e-05,-0.08058925
mouse,3.265e-05,3.235e-05,3.026e-05,3.25e-05,3.077e-05,0.01685393
signal,1.13e-05,1.221e-05,2.103e-05,1.176e-05,2.334e-05,0.10984308
criminal,4.081e-05,4.272e-05,4.616e-05,4.176e-05,4.828e-05,0.04592721
issued,0.00011616,0.00011413,0.00010822,0.00011515,7.958e-05,-0.26464609
brain,3.077e-05,2.99e-05,3.488e-05,3.034e-05,3.236e-05,-0.07224771
sexual,9.042e-05,8.91e-05,9.334e-05,8.976e-05,0.00011354,0.21641311
wisconsin,2.198e-05,2.014e-05,2.564e-05,2.106e-05,2.494e-05,-0.02730109
powerful,0.00015446,0.0001599,0.00015489,0.00015718,0.00015969,0.03098973
dream,4.081e-05,4.028e-05,4.103e-05,4.054e-05,3.926e-05,-0.04313917
obtained,4.27e-05,4.394e-05,4.052e-05,4.332e-05,2.387e-05,-0.41090819
false,3.265e-05,3.174e-05,2.718e-05,3.219e-05,2.494e-05,-0.08241354
da,1.695e-05,1.648e-05,2e-05,1.671e-05,2.016e-05,0.008
cast,0.00013374,0.00013732,0.00013284,0.00013553,0.00015916,0.19813309
flower,4.96e-05,5.004e-05,4.462e-05,4.982e-05,4.775e-05,0.07014792
felt,8.791e-05,8.727e-05,8.052e-05,8.759e-05,5.783e-05,-0.28179334
personnel,6.907e-05,6.835e-05,6.514e-05,6.871e-05,8.117e-05,0.24608535
passed,0.00014881,0.00015258,0.00014976,0.0001507,0.00035547,1.37359776
supplied,1.13e-05,9.76e-06,1.026e-05,1.053e-05,1.167e-05,0.1374269
identified,9.921e-05,9.887e-05,9.847e-05,9.904e-05,0.000191,0.93967706
falls,4.081e-05,4.089e-05,4.872e-05,4.085e-05,5.093e-05,0.04536125
pic,0.0,0.0,0.0,0.0,0.0,
soul,4.144e-05,4.089e-05,4e-05,4.117e-05,3.82e-05,-0.045
aids,1.633e-05,1.587e-05,1.641e-05,1.61e-05,1.963e-05,0.19622182
opinions,2.951e-05,2.929e-05,3.026e-05,2.94e-05,4.51e-05,0.49041639
promote,5.212e-05,5.31e-05,5.129e-05,5.261e-05,6.26e-05,0.22051082
stated,5.023e-05,5.188e-05,5.18e-05,5.105e-05,2.441e-05,-0.52876448
stats,1.88e-06,1.83e-06,1.54e-06,1.86e-06,5.3e-07,-0.65584416
hawaii,5.965e-05,5.737e-05,5.283e-05,5.851e-05,5.04e-05,-0.04599659
professionals,4.4e-06,4.27e-06,1.077e-05,4.33e-06,1.061e-05,-0.01485608
appears,0.00010235,0.0001007,9.847e-05,0.00010152,9.391e-05,-0.04630852
carry,7.221e-05,6.713e-05,6.514e-05,6.967e-05,4.085e-05,-0.37288916
flag,6.844e-05,6.53e-05,7.796e-05,6.687e-05,7.162e-05,-0.08132376
decided,0.0001036,0.00010741,0.00010258,0.00010551,4.987e-05,-0.51384285
nj,6.3e-07,6.1e-07,2.05e-06,6.2e-07,5.3e-07,-0.74146341
covers,6.153e-05,5.798e-05,6.257e-05,5.975e-05,3.396e-05,-0.45724788
hr,5.65e-06,6.1e-06,5.64e-06,5.88e-06,4.77e-06,-0.15425532
em,1.067e-05,9.76e-06,9.23e-06,1.021e-05,9.02e-06,-0.0227519
advantage,5.965e-05,6.164e-05,5.898e-05,6.064e-05,5.359e-05,-0.09138691
hello,3.14e-06,3.05e-06,4.62e-06,3.1e-06,3.71e-06,-0.1969697
designs,8.477e-05,8.91e-05,8.616e-05,8.694e-05,9.921e-05,0.1514624
maintain,5.274e-05,5.432e-05,5.283e-05,5.353e-05,8.648e-05,0.6369487
tourism,2.009e-05,2.136e-05,2.975e-05,2.072e-05,2.918e-05,-0.01915966
priority,1.57e-05,1.831e-05,1.795e-05,1.7e-05,1.114e-05,-0.37938719
newsletters,0.0,0.0,0.0,0.0,0.0,
adults,6.028e-05,6.164e-05,6.001e-05,6.096e-05,5.889e-05,-0.01866356
clips,6.28e-06,5.49e-06,4.62e-06,5.89e-06,4.77e-06,0.03246753
savings,6.28e-06,6.1e-06,7.18e-06,6.19e-06,7.43e-06,0.03481894
iv,8.163e-05,8.666e-05,8.975e-05,8.415e-05,9.232e-05,0.0286351
graphic,4.395e-05,4.272e-05,4e-05,4.333e-05,4.297e-05,0.07425
atom,6.91e-06,6.71e-06,1.18e-05,6.81e-06,9.55e-06,-0.19067797
payments,1.067e-05,1.221e-05,1.077e-05,1.144e-05,1.379e-05,0.28040854
rw,0.0,0.0,0.0,0.0,0.0,
estimated,0.00014567,0.00015807,0.00016002,0.00015187,0.00018039,0.12729659
binding,1.193e-05,1.16e-05,1.026e-05,1.177e-05,1.114e-05,0.08576998
brief,8.414e-05,8.544e-05,7.488e-05,8.479e-05,0.00015227,1.0335203
ended,0.00024174,0.00026243,0.00024875,0.00025208,0.00011301,-0.54568844
winning,0.0002229,0.00022825,0.00022874,0.00022557,0.00022336,-0.02352015
eight,0.00026309,0.00026243,0.0002549,0.00026276,0.00026527,0.04068262
anonymous,1.005e-05,1.038e-05,1.282e-05,1.021e-05,1.273e-05,-0.00702028
iron,7.786e-05,7.995e-05,8.206e-05,7.891e-05,8.542e-05,0.04094565
straight,2.951e-05,2.99e-05,2.872e-05,2.971e-05,1.91e-05,-0.33495822
script,8.1e-05,7.873e-05,7.591e-05,7.987e-05,7.322e-05,-0.0354367
served,0.00066745,0.00065607,0.00061443,0.00066176,0.00094384,0.53612291
wants,1.26e-06,1.83e-06,4.1e-06,1.55e-06,2.12e-06,-0.48292683
miscellaneous,1.26e-06,1.22e-06,5.1e-07,1.24e-06,5.3e-07,0.03921569
prepared,3.453e-05,3.601e-05,3.795e-05,3.527e-05,2.706e-05,-0.28695652
void,2.51e-06,2.44e-06,3.08e-06,2.48e-06,5.84e-06,0.8961039
dining,7.53e-06,7.32e-06,7.69e-06,7.43e-06,9.02e-06,0.17295189
alert,7.53e-06,7.32e-06,7.18e-06,7.43e-06,6.9e-06,-0.03899721
integration,1.381e-05,1.221e-05,1.641e-05,1.301e-05,2.228e-05,0.35770871
atlanta,1.256e-05,1.221e-05,1.641e-05,1.239e-05,1.592e-05,-0.02985984
dakota,1.005e-05,8.54e-06,1.846e-05,9.29e-06,1.698e-05,-0.08017335
tag,5.02e-06,4.88e-06,6.67e-06,4.95e-06,6.37e-06,-0.04497751
interview,1.507e-05,1.343e-05,1.385e-05,1.425e-05,1.379e-05,-0.00433213
mix,1.57e-05,1.953e-05,2.154e-05,1.761e-05,2.6e-05,0.20705664
framework,1.381e-05,1.16e-05,1.487e-05,1.271e-05,4.297e-05,1.88971083
disk,2.574e-05,2.685e-05,2.667e-05,2.629e-05,2.706e-05,0.01462317
installed,3.077e-05,2.929e-05,2.564e-05,3.003e-05,1.963e-05,-0.23439938
queen,0.00019716,0.00019041,0.00018977,0.00019378,0.00019418,0.02323866
vhs,6.91e-06,6.1e-06,6.15e-06,6.5e-06,6.37e-06,0.03577236
credits,1.005e-05,9.15e-06,1.128e-05,9.6e-06,9.02e-06,-0.20035461
clearly,7.53e-06,7.93e-06,8.21e-06,7.73e-06,6.37e-06,-0.22411693
fix,4.4e-06,4.27e-06,4.62e-06,4.33e-06,2.12e-06,-0.54112554
handle,1.57e-05,1.648e-05,1.385e-05,1.609e-05,1.061e-05,-0.23393502
sweet,2.009e-05,2.014e-05,1.949e-05,2.011e-05,1.963e-05,0.00718317
desk,1.88e-06,1.83e-06,1.54e-06,1.86e-06,1.06e-06,-0.31168831
criteria,6.91e-06,7.93e-06,1.231e-05,7.42e-06,1.273e-05,0.0341186
pubmed,0.0,0.0,0.0,0.0,0.0,
dave,1.57e-05,1.77e-05,1.641e-05,1.67e-05,1.592e-05,-0.02985984
massachusetts,7.284e-05,7.079e-05,7.334e-05,7.182e-05,7.162e-05,-0.02345241
diego,4.081e-05,4.089e-05,3.488e-05,4.085e-05,3.555e-05,0.01920872
hong,2.512e-05,2.319e-05,5.129e-05,2.416e-05,4.669e-05,-0.0896861
vice,0.00011742,0.00011901,0.00012412,0.00011821,0.00012415,0.0002417
associate,1.193e-05,1.221e-05,1.385e-05,1.207e-05,1.804e-05,0.30252708
ne,3.14e-06,2.44e-06,2.56e-06,2.79e-06,2.12e-06,-0.171875
truck,1.067e-05,1.099e-05,1.231e-05,1.083e-05,1.008e-05,-0.18115353
behavior,2.637e-05,2.624e-05,4e-05,2.63e-05,9.497e-05,1.37425
enlarge,1.88e-06,1.83e-06,1.54e-06,1.86e-06,0.0,-1.0
ray,8.225e-05,8.178e-05,8.103e-05,8.202e-05,8.223e-05,0.01480933
frequently,0.00012558,0.00012572,0.00013078,0.00012565,0.00024352,0.86205842
revenue,2.826e-05,2.746e-05,3.18e-05,2.786e-05,3.979e-05,0.25125786
measure,2.826e-05,2.807e-05,2.667e-05,2.816e-05,2.812e-05,0.0543682
changing,3.391e-05,3.479e-05,3.488e-05,3.435e-05,2.281e-05,-0.34604358
votes,3.014e-05,2.868e-05,4.154e-05,2.941e-05,4.563e-05,0.09845932
du,3.516e-05,3.54e-05,3.282e-05,3.528e-05,3.82e-05,0.16392444
duty,6.153e-05,6.225e-05,6.155e-05,6.189e-05,4.934e-05,-0.1983753
looked,1.067e-05,1.16e-05,1.282e-05,1.114e-05,3.71e-06,-0.71060842
discussions,1.758e-05,1.709e-05,1.539e-05,1.734e-05,6.367e-05,3.13710201
bear,4.898e-05,4.638e-05,3.898e-05,4.768e-05,2.918e-05,-0.25141098
gain,5.839e-05,6.286e-05,6.206e-05,6.063e-05,5.093e-05,-0.17934257
festival,8.979e-05,9.093e-05,9.334e-05,9.036e-05,9.815e-05,0.05153203
laboratory,6.97e-05,6.774e-05,6.36e-05,6.872e-05,6.42e-05,0.00943396
ocean,0.0001959,0.00019957,0.0001872,0.00019773,0.00018463,-0.01372863
flights,2.7e-05,2.38e-05,2.616e-05,2.54e-05,2.441e-05,-0.06689602
experts,1.256e-05,1.221e-05,1.385e-05,1.239e-05,1.804e-05,0.30252708
signs,2.888e-05,2.746e-05,3.693e-05,2.817e-05,3.608e-05,-0.02301652
lack,0.00015697,0.00015624,0.00015027,0.00015661,0.00011672,-0.22326479
depth,3.453e-05,3.479e-05,3.385e-05,3.466e-05,5.305e-05,0.56720827
iowa,3.956e-05,3.784e-05,3.59e-05,3.87e-05,3.926e-05,0.09359331
whatever,4.4e-06,4.88e-06,7.69e-06,4.64e-06,2.12e-06,-0.7243173
logged,5.65e-06,6.1e-06,6.15e-06,5.88e-06,4.77e-06,-0.22439024
laptop,6.3e-07,6.1e-07,5.1e-07,6.2e-07,5.3e-07,0.03921569
vintage,5.65e-06,4.88e-06,4.62e-06,5.26e-06,5.31e-06,0.14935065
train,5.777e-05,5.981e-05,6.052e-05,5.879e-05,6.26e-05,0.0343688
exactly,1.067e-05,1.038e-05,1.128e-05,1.053e-05,4.24e-06,-0.62411348
