Word,2020-01-01,2021-01-01,2022-01-01,f_star,revised,r
dry,5.4e-05,5.371e-05,5.18e-05,5.385e-05,4.934e-05,-0.04749035
explore,3.139e-05,3.357e-05,2.975e-05,3.248e-05,7.268e-05,1.44302521
maryland,7.974e-05,8.544e-05,8.155e-05,8.259e-05,8.277e-05,0.01496015
spa,5.65e-06,5.49e-06,5.13e-06,5.57e-06,5.31e-06,0.03508772
concept,8.414e-05,8.178e-05,9.027e-05,8.296e-05,0.00012468,0.38118976
nearly,0.00018083,0.00017699,0.00018258,0.00017891,0.00034061,0.86553839
eligible,8.79e-06,1.038e-05,1.385e-05,9.59e-06,1.167e-05,-0.15740072
checkout,0.0,0.0,0.0,0.0,0.0,
reality,4.458e-05,4.516e-05,4.565e-05,4.487e-05,4.669e-05,0.02278204
forgot,6.3e-07,6.1e-07,5.1e-07,6.2e-07,0.0,-1.0
handling,2.198e-05,2.441e-05,2.205e-05,2.319e-05,2.759e-05,0.25124717
origin,6.153e-05,6.408e-05,6.719e-05,6.281e-05,4.191e-05,-0.37624647
knew,1.884e-05,1.892e-05,1.59e-05,1.888e-05,5.84e-06,-0.6327044
gaming,2.009e-05,1.709e-05,1.744e-05,1.859e-05,3.82e-05,1.19036697
feeds,4.144e-05,4.089e-05,3.744e-05,4.117e-05,3.396e-05,-0.09294872
billion,8.163e-05,8.422e-05,0.00010924,8.292e-05,0.00011884,0.0878799
destination,2.198e-05,2.197e-05,2.513e-05,2.197e-05,3.183e-05,0.26661361
scotland,0.00015697,0.00016478,0.00016258,0.00016087,0.00016341,0.00510518
faster,2.135e-05,2.197e-05,2.103e-05,2.166e-05,1.592e-05,-0.24298621
intelligence,7.346e-05,7.263e-05,6.975e-05,7.305e-05,7.375e-05,0.05734767
dallas,2.198e-05,2.075e-05,1.898e-05,2.136e-05,1.91e-05,0.00632244
bought,4.709e-05,4.943e-05,4.872e-05,4.826e-05,4.77e-06,-0.9020936
con,5.65e-06,5.49e-06,5.64e-06,5.57e-06,5.31e-06,-0.05851064
ups,8.79e-06,9.76e-06,9.23e-06,9.28e-06,1.061e-05,0.14951246
nations,0.00011804,0.00011962,0.00015694,0.00011883,0.0001772,0.12909392
route,0.00027188,0.00026609,0.00024413,0.00026899,0.0002536,0.03879081
followed,0.0002813,0.00028806,0.00028824,0.00028468,0.00030931,0.07309881
specifications,5.65e-06,5.49e-06,7.18e-06,5.57e-06,7.43e-06,0.03481894
broken,8.916e-05,8.91e-05,8.257e-05,8.913e-05,3.077e-05,-0.62734649
tripadvisor,0.0,0.0,0.0,0.0,0.0,
frank,7.284e-05,6.896e-05,7.283e-05,7.09e-05,7.109e-05,-0.02389125
alaska,2.135e-05,2.197e-05,2.975e-05,2.166e-05,3.024e-05,0.01647059
zoom,0.0,0.0,1.03e-06,0.0,5.3e-07,-0.48543689
blow,1.884e-05,1.892e-05,1.59e-05,1.888e-05,1.486e-05,-0.06540881
battle,0.00099522,0.00099662,0.00090933,0.00099592,0.00087169,-0.04139311
residential,2.763e-05,2.929e-05,3.026e-05,2.846e-05,3.449e-05,0.1397885
anime,2.072e-05,2.075e-05,2.205e-05,2.074e-05,2.122e-05,-0.03764172
speak,2.009e-05,1.953e-05,2.462e-05,1.981e-05,2.069e-05,-0.15962632
decisions,2.26e-05,2.197e-05,2.411e-05,2.229e-05,2.441e-05,0.01244297
industries,3.391e-05,3.357e-05,4.257e-05,3.374e-05,4.457e-05,0.04698144
protocol,1.88e-06,1.83e-06,4.62e-06,1.86e-06,5.31e-06,0.14935065
query,6.3e-07,0.0,0.0,3.2e-07,0.0,
clip,5.65e-06,5.49e-06,5.13e-06,5.57e-06,3.18e-06,-0.38011696
partnership,4.709e-05,4.882e-05,4.718e-05,4.795e-05,4.51e-05,-0.04408648
editorial,1.633e-05,1.587e-05,1.539e-05,1.61e-05,1.751e-05,0.13775179
nt,0.0,0.0,1.03e-06,0.0,1.06e-06,0.02912621
expression,2.009e-05,2.075e-05,2.154e-05,2.042e-05,2.175e-05,0.0097493
es,5.65e-06,3.66e-06,4.62e-06,4.66e-06,4.77e-06,0.03246753
equity,2.51e-06,2.44e-06,2.56e-06,2.48e-06,2.12e-06,-0.171875
provisions,1.821e-05,1.831e-05,2.154e-05,1.826e-05,2.441e-05,0.13324048
speech,5.212e-05,5.004e-05,7.591e-05,5.108e-05,6.738e-05,-0.11236991
wire,1.005e-05,1.038e-05,1.026e-05,1.021e-05,1.061e-05,0.03411306
principles,2.637e-05,2.685e-05,3.488e-05,2.661e-05,5.995e-05,0.71875
suggestions,5.65e-06,6.1e-06,6.15e-06,5.88e-06,7.96e-06,0.29430894
rural,7.786e-05,7.507e-05,7.796e-05,7.647e-05,8.648e-05,0.10928681
shared,5.902e-05,5.981e-05,6.565e-05,5.941e-05,7.534e-05,0.14760091
sounds,3.705e-05,3.662e-05,4.052e-05,3.683e-05,4.032e-05,-0.00493583
replacement,5.777e-05,5.798e-05,5.385e-05,5.787e-05,3.926e-05,-0.27093779
tape,1.005e-05,9.15e-06,1.641e-05,9.6e-06,1.432e-05,-0.12736137
strategic,5.777e-05,5.615e-05,6.36e-05,5.696e-05,8.277e-05,0.30141509
judge,7.221e-05,7.385e-05,6.462e-05,7.303e-05,6.154e-05,-0.04766326
spam,1.26e-06,1.22e-06,1.026e-05,1.24e-06,9.02e-06,-0.1208577
economics,1.57e-05,1.465e-05,2.923e-05,1.517e-05,2.281e-05,-0.21963736
acid,3.202e-05,3.357e-05,4.052e-05,3.28e-05,3.979e-05,-0.01801579
bytes,0.0,0.0,0.0,0.0,0.0,
cent,8.414e-05,8.178e-05,8.103e-05,8.296e-05,6.473e-05,-0.20116006
forced,0.00020909,0.00021788,0.00020054,0.00021348,9.019e-05,-0.55026429
compatible,5.65e-06,3.66e-06,6.67e-06,4.66e-06,9.55e-06,0.43178411
fight,9.293e-05,9.399e-05,8.77e-05,9.346e-05,3.555e-05,-0.59464082
apartment,9.42e-06,8.54e-06,8.72e-06,8.98e-06,8.49e-06,-0.02637615
height,7.535e-05,7.629e-05,6.924e-05,7.582e-05,9.497e-05,0.37160601
,1.26e-06,1.22e-06,2.05e-06,1.24e-06,1.59e-06,-0.22439024
zero,3.139e-05,3.357e-05,3.436e-05,3.248e-05,3.342e-05,-0.02735739
speaker,1.884e-05,1.953e-05,3.129e-05,1.919e-05,3.289e-05,0.05113455
filed,1.256e-05,1.343e-05,1.59e-05,1.3e-05,2.016e-05,0.26792453
gb,0.0,0.0,0.0,0.0,0.0,
netherlands,5.086e-05,5.127e-05,6.001e-05,5.106e-05,5.995e-05,-0.00099983
obtain,3.453e-05,3.113e-05,2.872e-05,3.283e-05,1.592e-05,-0.44568245
bc,0.00018711,0.00021299,0.00022772,0.00020005,0.00024723,0.08567539
consulting,3.77e-06,4.27e-06,3.59e-06,4.02e-06,6.37e-06,0.77437326
recreation,2.26e-05,2.197e-05,2.205e-05,2.229e-05,1.592e-05,-0.27800454
offices,3.328e-05,3.235e-05,4.052e-05,3.282e-05,2.759e-05,-0.31910168
designer,3.705e-05,3.601e-05,3.59e-05,3.653e-05,3.502e-05,-0.02451253
remain,0.00010486,0.00010497,0.00010719,0.00010491,0.00017084,0.59380539
managed,8.414e-05,8.422e-05,7.847e-05,8.418e-05,0.00019365,1.4678221
pr,0.0,0.0,5.1e-07,0.0,5.3e-07,0.03921569
failed,0.00018586,0.00018797,0.00018207,0.00018692,0.00012043,-0.33855111
marriage,0.00010863,0.00010436,0.0001077,0.00010649,0.00011141,0.03444754
roll,4.458e-05,4.394e-05,4.77e-05,4.426e-05,4.934e-05,0.03438155
korea,4.96e-05,4.821e-05,4.565e-05,4.891e-05,4.669e-05,0.02278204
banks,3.705e-05,4.089e-05,5.078e-05,3.897e-05,5.252e-05,0.03426546
fr,1.88e-06,3.05e-06,1.54e-06,2.47e-06,1.06e-06,-0.31168831
participants,2.072e-05,2.075e-05,2.154e-05,2.074e-05,2.547e-05,0.18245125
secret,5.714e-05,5.737e-05,5.847e-05,5.725e-05,4.881e-05,-0.16521293
bath,3.83e-05,3.845e-05,3.59e-05,3.837e-05,3.767e-05,0.04930362
aa,3.77e-06,3.66e-06,5.13e-06,3.72e-06,5.31e-06,0.03508772
kelly,2.449e-05,2.502e-05,2.462e-05,2.476e-05,2.175e-05,-0.11657189
leads,2.826e-05,2.807e-05,2.872e-05,2.816e-05,3.714e-05,0.29317549
negative,6.405e-05,6.713e-05,6.873e-05,6.559e-05,6.473e-05,-0.05819875
austin,3.014e-05,2.807e-05,3.077e-05,2.911e-05,2.918e-05,-0.05167371
favorites,1.88e-06,2.44e-06,2.05e-06,2.16e-06,9.55e-06,3.65853659
toronto,6.53e-05,6.286e-05,6.462e-05,6.408e-05,5.942e-05,-0.08047044
theater,5.463e-05,5.31e-05,6.103e-05,5.387e-05,8.277e-05,0.35621825
springs,3.014e-05,3.052e-05,2.718e-05,3.033e-05,2.706e-05,-0.00441501
missouri,4.332e-05,4.455e-05,4.103e-05,4.393e-05,4.032e-05,-0.01730441
andrew,6.719e-05,6.591e-05,6.103e-05,6.655e-05,6.048e-05,-0.00901196
var,8.79e-06,9.15e-06,8.21e-06,8.97e-06,8.49e-06,0.03410475
perform,5.212e-05,5.188e-05,4.975e-05,5.2e-05,5.252e-05,0.05567839
healthy,9.42e-06,9.76e-06,1.026e-05,9.59e-06,1.061e-05,0.03411306
translation,3.077e-05,3.235e-05,3.385e-05,3.156e-05,2.971e-05,-0.12230428
estimates,3.139e-05,3.357e-05,3.641e-05,3.248e-05,5.305e-05,0.4570173
font,1.88e-06,1.83e-06,2.05e-06,1.86e-06,1.59e-06,-0.22439024
assets,1.005e-05,1.16e-05,1.59e-05,1.083e-05,1.486e-05,-0.06540881
injury,4.144e-05,4.333e-05,4.513e-05,4.239e-05,4.669e-05,0.03456681
mt,1.88e-06,1.83e-06,5.64e-06,1.86e-06,3.18e-06,-0.43617021
joseph,0.00011491,0.0001184,0.00010976,0.00011666,0.00011141,0.0150328
ministry,2.888e-05,3.052e-05,3.59e-05,2.97e-05,3.502e-05,-0.02451253
drivers,3.202e-05,3.174e-05,3.59e-05,3.188e-05,3.767e-05,0.04930362
lawyer,5.463e-05,5.188e-05,5.026e-05,5.325e-05,4.35e-05,-0.1345006
figures,0.00011553,0.0001123,0.00012309,0.00011391,0.00018781,0.52579413
married,0.0001959,0.00019224,0.00017387,0.00019407,0.00016871,-0.02967735
protected,8.791e-05,9.093e-05,8.873e-05,8.942e-05,6.579e-05,-0.25853714
proposal,3.328e-05,3.235e-05,3.539e-05,3.282e-05,4.404e-05,0.24441933
sharing,1.758e-05,1.953e-05,2.052e-05,1.856e-05,3.979e-05,0.93908382
philadelphia,7.346e-05,7.446e-05,6.873e-05,7.396e-05,7.003e-05,0.01891459
portal,1.193e-05,1.16e-05,1.026e-05,1.177e-05,7.96e-06,-0.22417154
waiting,1.946e-05,1.953e-05,1.744e-05,1.95e-05,1.857e-05,0.06479358
birthday,2.7e-05,2.502e-05,2.308e-05,2.601e-05,2.069e-05,-0.10355286
beta,2.7e-05,2.624e-05,2.616e-05,2.662e-05,2.653e-05,0.01414373
fail,8.16e-06,7.32e-06,6.67e-06,7.74e-06,5.31e-06,-0.20389805
gratis,0.0,0.0,0.0,0.0,0.0,
banking,5.65e-06,9.15e-06,1.333e-05,7.4e-06,1.114e-05,-0.16429107
officials,9.921e-05,0.00010192,9.847e-05,0.00010056,0.00011035,0.12064588
brian,4.332e-05,4.577e-05,4.308e-05,4.455e-05,4.297e-05,-0.00255339
toward,6.53e-05,6.591e-05,6.77e-05,6.56e-05,0.00015386,1.27267356
won,0.00070576,0.00072076,0.00069803,0.00071326,0.00035865,-0.48619687
slightly,8.1e-05,7.995e-05,8.052e-05,8.048e-05,6.95e-05,-0.13686041
assist,4.081e-05,4.089e-05,4.052e-05,4.085e-05,4.881e-05,0.20459033
conduct,3.767e-05,3.723e-05,3.641e-05,3.745e-05,3.661e-05,0.005493
contained,5.525e-05,5.31e-05,5.796e-05,5.418e-05,2.494e-05,-0.56970324
lingerie,6.3e-07,6.1e-07,1.03e-06,6.2e-07,1.06e-06,0.02912621
shemale,0.0,0.0,0.0,0.0,0.0,
legislation,5.965e-05,6.042e-05,6.873e-05,6.004e-05,7.481e-05,0.0884621
calling,2.888e-05,2.807e-05,3.026e-05,2.848e-05,1.751e-05,-0.42134831
parameters,1.88e-06,1.22e-06,1.03e-06,1.55e-06,2.65e-06,1.57281553
jazz,3.893e-05,3.845e-05,4.924e-05,3.869e-05,4.881e-05,-0.00873274
serving,0.00017267,0.00017516,0.00017438,0.00017392,0.00031727,0.81941736
bags,3.14e-06,3.05e-06,3.08e-06,3.1e-06,2.65e-06,-0.13961039
profiles,1.26e-06,1.22e-06,1.03e-06,1.24e-06,1.59e-06,0.54368932
miami,2.449e-05,2.502e-05,3.693e-05,2.476e-05,3.82e-05,0.03438939
comics,5.086e-05,5.004e-05,5.18e-05,5.045e-05,4.35e-05,-0.16023166
matters,2.512e-05,2.502e-05,2.462e-05,2.507e-05,2.6e-05,0.05605199
houses,9.544e-05,9.155e-05,9.693e-05,9.349e-05,7.905e-05,-0.18446301
doc,6.28e-06,6.1e-06,6.15e-06,6.19e-06,5.84e-06,-0.0504065
postal,9.42e-06,9.76e-06,9.74e-06,9.59e-06,8.49e-06,-0.12833676
relationships,7.346e-05,7.507e-05,7.334e-05,7.427e-05,8.913e-05,0.21529861
tennessee,5.274e-05,5.188e-05,4.872e-05,5.231e-05,4.828e-05,-0.0090312
wear,1.444e-05,1.465e-05,1.949e-05,1.455e-05,1.751e-05,-0.10159056
controls,4.898e-05,5.004e-05,4.667e-05,4.951e-05,2.281e-05,-0.5112492
breaking,6.53e-05,6.225e-05,5.334e-05,6.377e-05,3.926e-05,-0.263967
combined,0.00012307,0.00012023,0.00012668,0.00012165,0.00010399,-0.17911272
ultimate,3.139e-05,2.99e-05,3.077e-05,3.065e-05,2.865e-05,-0.06889828
wales,0.00018146,0.00018614,0.00016463,0.0001838,0.00016978,0.03128227
representative,5.777e-05,5.798e-05,6.103e-05,5.787e-05,6.314e-05,0.03457316
frequency,2.26e-05,2.38e-05,2.564e-05,2.32e-05,2.706e-05,0.05538222
introduced,0.00018209,0.00018553,0.00020105,0.00018381,0.00026156,0.30096991
minor,0.00017581,0.00017516,0.00016053,0.00017549,0.00017031,0.06092319
finish,2.951e-05,3.113e-05,2.923e-05,3.032e-05,2.122e-05,-0.27403353
departments,1.13e-05,1.221e-05,1.077e-05,1.176e-05,1.167e-05,0.08356546
residents,8.225e-05,8.3e-05,8.924e-05,8.262e-05,0.00013794,0.54571941
noted,0.00011993,0.00011535,0.00012104,0.00011764,0.00020744,0.71381362
displayed,4.458e-05,4.272e-05,4.411e-05,4.365e-05,6.314e-05,0.43142145
mom,1.13e-05,1.099e-05,9.23e-06,1.114e-05,9.02e-06,-0.0227519
reduced,0.00011491,0.00011535,0.00011335,0.00011513,8.33e-05,-0.26510807
physics,6.907e-05,6.591e-05,6.975e-05,6.749e-05,6.526e-05,-0.06437276
rare,0.00010925,0.00011291,0.00010822,0.00011108,0.00012096,0.11772316
spent,0.00025681,0.00025999,0.00024054,0.0002584,0.00019577,-0.18612289
performed,0.00021537,0.00021116,0.00019387,0.00021326,0.00016447,-0.15164801
extreme,4.584e-05,4.76e-05,4.872e-05,4.672e-05,4.35e-05,-0.10714286
samples,1.633e-05,1.709e-05,1.539e-05,1.671e-05,1.751e-05,0.13775179
davis,6.907e-05,7.141e-05,8.155e-05,7.024e-05,8.17e-05,0.00183936
daniel,5.149e-05,4.943e-05,4.616e-05,5.046e-05,4.669e-05,0.0114818
bars,1.067e-05,1.099e-05,1.436e-05,1.083e-05,1.486e-05,0.03481894
reviewed,1.256e-05,1.282e-05,1.385e-05,1.269e-05,7.96e-06,-0.42527076
row,2.26e-05,2.197e-05,2.052e-05,2.229e-05,1.432e-05,-0.30214425
oz,5.02e-06,4.88e-06,9.74e-06,4.95e-06,8.49e-06,-0.12833676
forecast,1.067e-05,8.54e-06,7.69e-06,9.61e-06,3.71e-06,-0.51755527
removed,8.539e-05,8.605e-05,8.565e-05,8.572e-05,7.215e-05,-0.15761821
helps,1.507e-05,1.709e-05,1.641e-05,1.608e-05,1.114e-05,-0.32114564
singles,0.00014379,0.00014647,0.00013796,0.00014513,0.00013953,0.01138011
administrator,2.386e-05,2.441e-05,2.411e-05,2.413e-05,2.387e-05,-0.00995438
cycle,5.588e-05,5.371e-05,5.744e-05,5.479e-05,5.305e-05,-0.07642758
amounts,3.391e-05,3.174e-05,3.18e-05,3.282e-05,2.547e-05,-0.1990566
contain,6.028e-05,5.92e-05,6.719e-05,5.974e-05,3.767e-05,-0.43935109
accuracy,2.198e-05,2.258e-05,2.103e-05,2.228e-05,1.804e-05,-0.14217784
dual,1.758e-05,1.709e-05,1.59e-05,1.734e-05,2.334e-05,0.46792453
rise,9.481e-05,9.765e-05,0.00011129,9.623e-05,0.00013317,0.19660347
usd,5.4e-05,5.188e-05,4.872e-05,5.294e-05,3.926e-05,-0.19417077
sleep,1.381e-05,1.526e-05,1.744e-05,1.453e-05,1.91e-05,0.09518349
mg,1.26e-06,1.22e-06,3.08e-06,1.24e-06,3.18e-06,0.03246753
bird,0.00027565,0.00027341,0.00024157,0.00027453,0.00023397,-0.03146086
pharmacy,1.26e-06,1.22e-06,2.05e-06,1.24e-06,2.12e-06,0.03414634
brazil,0.00010172,9.399e-05,9.232e-05,9.785e-05,0.00010133,0.09759532
creation,9.858e-05,9.704e-05,0.00010617,9.781e-05,0.00010823,0.01940284
static,8.79e-06,9.15e-06,9.23e-06,8.97e-06,9.02e-06,-0.0227519
scene,7.346e-05,7.324e-05,6.821e-05,7.335e-05,7.268e-05,0.06553291
hunter,2.637e-05,2.563e-05,2.359e-05,2.6e-05,2.175e-05,-0.07799915
addresses,1.005e-05,9.76e-06,1.18e-05,9.91e-06,2.387e-05,1.02288136
lady,8.414e-05,8.3e-05,8.052e-05,8.357e-05,8.011e-05,-0.0050919
crystal,1.256e-05,1.465e-05,1.949e-05,1.36e-05,1.857e-05,-0.04720369
famous,0.00011428,0.00011046,0.00011283,0.00011237,6.844e-05,-0.39342373
writer,0.00016011,0.0001599,0.00015438,0.00016001,0.00013317,-0.13738826
chairman,5.588e-05,5.737e-05,5.796e-05,5.663e-05,5.571e-05,-0.03881988
violence,5.651e-05,6.042e-05,6.719e-05,5.847e-05,7.64e-05,0.13707397
fans,6.97e-05,7.018e-05,6.616e-05,6.994e-05,7.003e-05,0.05849456
oklahoma,2.386e-05,2.258e-05,3.231e-05,2.322e-05,3.077e-05,-0.04766326
speakers,7.53e-06,7.32e-06,2e-05,7.43e-06,1.804e-05,-0.098
drink,1.507e-05,1.404e-05,1.436e-05,1.455e-05,1.22e-05,-0.15041783
academy,0.00017267,0.00017333,0.00017694,0.000173,0.00018145,0.02548887
dynamic,1.444e-05,1.404e-05,1.436e-05,1.424e-05,2.865e-05,0.99512535
gender,3.014e-05,2.929e-05,3.847e-05,2.971e-05,4.085e-05,0.06186639
eat,3.642e-05,3.601e-05,3.334e-05,3.622e-05,1.114e-05,-0.66586683
permanent,7.032e-05,6.957e-05,7.437e-05,6.994e-05,6.685e-05,-0.10111604
agriculture,5.525e-05,5.676e-05,6.514e-05,5.601e-05,6.26e-05,-0.03899294
dell,6.28e-06,6.1e-06,5.64e-06,6.19e-06,4.77e-06,-0.15425532
cleaning,3.77e-06,4.27e-06,3.59e-06,4.02e-06,3.71e-06,0.03342618
constitutes,5.02e-06,4.88e-06,7.69e-06,4.95e-06,1.539e-05,1.00130039
portfolio,1.26e-06,1.22e-06,2.56e-06,1.24e-06,3.71e-06,0.44921875
practical,2.386e-05,2.258e-05,2.872e-05,2.322e-05,2.918e-05,0.01601671
delivered,4.395e-05,4.211e-05,4.154e-05,4.303e-05,6.207e-05,0.49422244
collectibles,2.51e-06,4.88e-06,3.08e-06,3.7e-06,3.71e-06,0.20454545
infrastructure,2.135e-05,2.197e-05,2.718e-05,2.166e-05,3.077e-05,0.13208241
exclusive,2.512e-05,2.197e-05,2.462e-05,2.354e-05,3.289e-05,0.33590577
seat,7.66e-05,7.69e-05,8.975e-05,7.675e-05,7.481e-05,-0.1664624
concerns,5.274e-05,5.371e-05,5.744e-05,5.322e-05,0.00013051,1.27211003
colour,5.965e-05,5.737e-05,5.231e-05,5.851e-05,1.06e-06,-0.97973619
vendor,6.3e-07,6.1e-07,5.1e-07,6.2e-07,5.3e-07,0.03921569
originally,0.00031395,0.00030088,0.00031132,0.00030742,0.00032363,0.03954131
intel,1.26e-06,1.22e-06,1.03e-06,1.24e-06,5.3e-07,-0.48543689
utilities,5.02e-06,4.88e-06,4.62e-06,4.95e-06,4.77e-06,0.03246753
philosophy,4.395e-05,4.76e-05,7.693e-05,4.578e-05,6.897e-05,-0.10347069
regulation,1.193e-05,1.099e-05,1.744e-05,1.146e-05,1.751e-05,0.00401376
officers,9.607e-05,9.826e-05,9.591e-05,9.716e-05,8.966e-05,-0.06516526
reduction,2.323e-05,2.014e-05,2.205e-05,2.168e-05,2.334e-05,0.0585034
aim,1.821e-05,1.892e-05,1.846e-05,1.856e-05,2.865e-05,0.55200433
bids,6.28e-06,6.71e-06,6.15e-06,6.49e-06,7.96e-06,0.29430894
referred,0.00016137,0.00016173,0.00018464,0.00016155,0.00063241,2.42509749
supports,2.826e-05,2.868e-05,2.564e-05,2.847e-05,3.449e-05,0.34516381
nutrition,4.4e-06,4.27e-06,4.62e-06,4.33e-06,3.71e-06,-0.1969697
recording,0.00017456,0.00017516,0.00017028,0.00017486,0.00016659,-0.02167019
regions,0.00011993,0.00011962,0.00013643,0.00011977,0.00027429,1.01048157
junior,4.584e-05,4.821e-05,4.718e-05,4.703e-05,4.563e-05,-0.0328529
toll,3.328e-05,3.174e-05,2.923e-05,3.251e-05,3.024e-05,0.03455354
les,1.884e-05,1.953e-05,2.154e-05,1.919e-05,2.122e-05,-0.01485608
cape,7.284e-05,6.957e-05,7.232e-05,7.12e-05,7.375e-05,0.01977323
ann,3.202e-05,3.052e-05,2.923e-05,3.127e-05,2.494e-05,-0.14676702
rings,4.646e-05,4.577e-05,4.206e-05,4.612e-05,4.138e-05,-0.01616738
meaning,0.00010423,0.00010192,0.00011437,0.00010307,0.0001268,0.10868235
tip,4.584e-05,4.455e-05,4.154e-05,4.52e-05,3.979e-05,-0.04212807
secondary,4.709e-05,4.882e-05,5.18e-05,4.795e-05,5.73e-05,0.10617761
wonderful,4.4e-06,4.27e-06,4.1e-06,4.33e-06,4.24e-06,0.03414634
mine,3.893e-05,4.15e-05,3.744e-05,4.022e-05,3.767e-05,0.00614316
ladies,1.005e-05,9.15e-06,8.21e-06,9.6e-06,6.9e-06,-0.15956151
henry,0.00034472,0.00033811,0.00030055,0.00034141,0.00029711,-0.01144568
ticket,3.077e-05,2.99e-05,2.975e-05,3.034e-05,2.812e-05,-0.05478992
announced,0.00010737,0.00010497,0.00010976,0.00010617,9.868e-05,-0.10094752
guess,1.88e-06,1.83e-06,2.05e-06,1.86e-06,2.12e-06,0.03414634
agreed,8.665e-05,8.727e-05,8.719e-05,8.696e-05,4.881e-05,-0.44018809
prevention,1.005e-05,9.76e-06,1.077e-05,9.91e-06,8.49e-06,-0.21169916
whom,0.00017832,0.0001837,0.00018002,0.00018101,0.00014325,-0.20425508
ski,2.51e-06,2.44e-06,2.56e-06,2.48e-06,3.18e-06,0.2421875
soccer,3.077e-05,2.99e-05,2.718e-05,3.034e-05,2.865e-05,0.05408389
math,1.26e-06,6.1e-07,5.1e-07,9.3e-07,5.3e-07,0.03921569
import,3.77e-06,3.66e-06,4.62e-06,3.72e-06,5.31e-06,0.14935065
posting,1.256e-05,1.221e-05,1.333e-05,1.239e-05,1.008e-05,-0.24381095
presence,7.346e-05,7.385e-05,7.18e-05,7.365e-05,0.00012839,0.78816156
instant,6.91e-06,6.71e-06,6.15e-06,6.81e-06,5.84e-06,-0.0504065
mentioned,5.212e-05,5.004e-05,4.616e-05,5.108e-05,2.387e-05,-0.48288562
automatic,1.319e-05,1.77e-05,2.154e-05,1.544e-05,2.069e-05,-0.03946147
healthcare,6.28e-06,6.1e-06,6.67e-06,6.19e-06,1.22e-05,0.82908546
viewing,2.072e-05,2.014e-05,2.462e-05,2.043e-05,4.138e-05,0.68074736
maintained,9.042e-05,8.971e-05,8.463e-05,9.007e-05,0.00015227,0.79924377
ch,1.633e-05,1.465e-05,1.282e-05,1.549e-05,1.167e-05,-0.08970359
increasing,8.414e-05,8.178e-05,8.206e-05,8.296e-05,7.64e-05,-0.06897392
majority,0.00014818,0.00014708,0.00016874,0.00014763,0.00018569,0.1004504
connected,6.342e-05,6.164e-05,6.257e-05,6.253e-05,6.844e-05,0.09381493
christ,4.458e-05,4.15e-05,4e-05,4.304e-05,4.138e-05,0.0345
dan,1.758e-05,1.77e-05,2.308e-05,1.764e-05,2.228e-05,-0.03466205
dogs,2.763e-05,2.563e-05,2.564e-05,2.663e-05,2.547e-05,-0.00663027
sd,3.14e-06,3.05e-06,3.59e-06,3.1e-06,2.65e-06,-0.26183844
directors,2.7e-05,2.868e-05,2.667e-05,2.784e-05,2.653e-05,-0.00524934
aspects,6.342e-05,6.225e-05,6.821e-05,6.283e-05,5.995e-05,-0.12109661
austria,6.342e-05,5.92e-05,7.18e-05,6.131e-05,7.375e-05,0.02715877
ahead,4.019e-05,4.333e-05,4.308e-05,4.176e-05,3.979e-05,-0.07636955
moon,0.00015572,0.00015563,0.00016104,0.00015568,0.00016288,0.01142573
participation,2.009e-05,1.831e-05,2.257e-05,1.92e-05,2.6e-05,0.15197164
scheme,3.893e-05,3.845e-05,3.898e-05,3.869e-05,3.236e-05,-0.16983068
utility,9.42e-06,1.038e-05,1.18e-05,9.9e-06,1.061e-05,-0.10084746
preview,6.91e-06,6.1e-06,8.72e-06,6.5e-06,3.71e-06,-0.57454128
fly,4.584e-05,4.76e-05,4.462e-05,4.672e-05,2.918e-05,-0.34603317
manner,3.516e-05,3.479e-05,3.488e-05,3.497e-05,3.342e-05,-0.0418578
matrix,3.77e-06,3.66e-06,4.62e-06,3.72e-06,4.77e-06,0.03246753
containing,6.153e-05,5.92e-05,6.103e-05,6.037e-05,3.555e-05,-0.41749959
combination,6.091e-05,5.92e-05,5.949e-05,6.006e-05,4.934e-05,-0.17061691
devel,0.0,0.0,0.0,0.0,0.0,
amendment,2.951e-05,2.868e-05,4.616e-05,2.909e-05,4.085e-05,-0.11503466
despite,0.00041316,0.00041012,0.00039646,0.00041164,0.00070085,0.76776976
strength,6.719e-05,6.835e-05,7.437e-05,6.777e-05,7.056e-05,-0.05123033
guaranteed,7.53e-06,7.93e-06,9.74e-06,7.73e-06,9.02e-06,-0.07392197
turkey,3.014e-05,3.052e-05,3.693e-05,3.033e-05,3.714e-05,0.00568643
libraries,6.28e-06,6.71e-06,6.15e-06,6.49e-06,6.37e-06,0.03577236
proper,2.135e-05,2.441e-05,2.975e-05,2.288e-05,1.539e-05,-0.48268908
distributed,9.167e-05,8.849e-05,8.257e-05,9.008e-05,8.277e-05,0.00242219
degrees,2.323e-05,2.441e-05,3.129e-05,2.382e-05,3.661e-05,0.17002237
singapore,6.028e-05,5.676e-05,5.949e-05,5.852e-05,5.889e-05,-0.01008573
enterprises,9.42e-06,7.93e-06,7.69e-06,8.68e-06,8.49e-06,0.10403121
delta,2.323e-05,2.38e-05,2.205e-05,2.352e-05,2.228e-05,0.01043084
fear,4.395e-05,4.15e-05,4e-05,4.272e-05,3.289e-05,-0.17775
seeking,3.956e-05,4.394e-05,4.411e-05,4.175e-05,5.518e-05,0.2509635
inches,1.946e-05,2.014e-05,1.898e-05,1.98e-05,3.289e-05,0.73287671
